matchId,teamId,side,win,firstBlood,firstTower,firstInhibitor,firstDragon,firstBaron,firstHerald,championKills,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
BR1_2861835114,200,red,False,False,True,False,False,False,True,22,4,0,0,1,1
BR1_2858964688,100,blue,True,False,True,True,True,True,True,34,6,1,1,2,2
BR1_2858964688,200,red,False,True,False,False,False,False,False,24,3,0,0,0,0
BR1_2860655881,100,blue,True,True,True,True,False,True,False,48,7,1,0,3,1
BR1_2860655881,200,red,False,False,False,False,True,False,True,22,5,0,1,1,1
BR1_2858984026,100,blue,False,False,False,False,False,False,False,19,3,0,0,1,0
BR1_2858984026,200,red,True,True,True,True,True,True,True,30,10,2,1,3,2
BR1_2859636253,100,blue,True,True,True,True,True,False,False,31,11,3,1,2,1
BR1_2859636253,200,red,False,False,False,False,False,True,True,15,1,0,0,1,1
BR1_2859873175,100,blue,False,True,True,True,False,False,True,46,5,1,0,2,1
BR1_2859873175,200,red,True,False,False,False,True,True,False,46,10,2,2,4,1
BR1_2863505184,100,blue,False,False,True,True,True,True,True,23,8,1,2,2,2
BR1_2863505184,200,red,True,True,False,False,False,False,False,32,7,1,0,3,0
BR1_2864909453,100,blue,False,False,False,False,False,False,False,28,1,0,0,0,0
BR1_2864909453,200,red,True,True,True,True,False,True,False,52,11,3,0,3,0
BR1_2858497230,100,blue,False,False,True,False,False,False,True,15,3,0,0,0,1
BR1_2858497230,200,red,True,True,False,False,True,True,False,27,4,0,1,2,0
BR1_2862607653,100,blue,False,True,True,False,False,False,True,22,1,0,0,0,1
BR1_2862607653,200,red,True,False,False,True,True,True,False,34,10,2,1,4,1
BR1_2862633994,100,blue,False,True,True,False,False,False,True,22,5,0,0,0,2
BR1_2862633994,200,red,True,False,False,True,True,True,False,45,9,1,1,5,0
BR1_2865102856,100,blue,True,True,True,True,True,True,True,30,11,3,1,4,2
BR1_2865102856,200,red,False,False,False,False,False,False,False,30,4,0,0,1,0
BR1_2863203308,100,blue,False,True,False,False,False,False,False,5,0,0,0,0,0
BR1_2863203308,200,red,True,False,True,False,False,True,True,18,3,0,0,2,1
BR1_2862033717,100,blue,False,False,True,False,False,False,True,30,4,0,0,1,2
BR1_2862033717,200,red,True,True,False,True,True,True,False,30,9,1,1,2,0
BR1_2860616387,100,blue,True,False,False,True,True,False,False,42,7,1,1,1,0
BR1_2860616387,200,red,False,True,True,False,False,True,True,27,5,0,0,3,2
BR1_2857890453,100,blue,False,False,False,False,False,True,False,11,1,0,0,1,0
BR1_2857890453,200,red,True,True,True,True,False,False,True,26,7,1,0,1,2
BR1_2858043307,100,blue,False,True,False,False,False,False,True,27,3,0,0,0,1
BR1_2858043307,200,red,True,False,True,True,True,True,False,36,7,1,1,3,1
BR1_2862581459,100,blue,True,True,True,True,True,True,False,38,11,2,1,4,0
BR1_2862581459,200,red,False,False,False,False,False,False,True,18,1,0,0,1,1
BR1_2859044245,100,blue,True,False,False,True,True,True,True,45,10,2,1,3,1
BR1_2859044245,200,red,False,True,True,False,False,False,False,29,6,0,0,1,1
BR1_2865263038,100,blue,False,False,False,False,False,False,False,17,3,0,0,1,0
BR1_2865263038,200,red,True,True,True,True,True,True,True,34,9,1,1,3,2
BR1_2857785916,100,blue,True,True,True,True,True,True,True,40,11,2,2,4,1
BR1_2857785916,200,red,False,False,False,False,False,False,False,25,3,0,0,1,0
BR1_2864671027,100,blue,True,True,True,True,False,True,True,35,9,2,0,2,1
BR1_2864671027,200,red,False,False,False,False,False,False,False,11,0,0,0,0,0
BR1_2864530269,100,blue,False,False,False,False,False,False,False,28,0,0,0,0,0
BR1_2864530269,200,red,True,True,True,True,True,True,True,40,10,2,1,4,2
BR1_2859554309,100,blue,True,False,False,True,False,True,False,38,9,2,1,4,0
BR1_2859554309,200,red,False,True,True,False,True,False,True,21,4,0,1,1,2
BR1_2857988501,100,blue,False,False,False,False,False,False,False,11,1,0,0,0,0
BR1_2857988501,200,red,True,True,True,False,False,True,True,25,5,0,0,2,1
BR1_2863305045,100,blue,False,True,False,False,False,False,False,23,2,0,0,0,1
BR1_2863305045,200,red,True,False,True,True,True,True,True,33,9,1,2,3,1
BR1_2859079049,100,blue,True,True,False,True,True,True,False,30,9,1,1,3,0
BR1_2859079049,200,red,False,False,True,False,False,False,True,20,4,0,0,1,2
BR1_2859624759,100,blue,False,True,False,False,False,True,False,18,0,0,0,3,0
BR1_2859624759,200,red,True,False,True,True,True,False,True,20,11,3,1,1,2
BR1_2861017103,100,blue,False,True,False,False,False,True,True,20,3,0,0,1,1
BR1_2861017103,200,red,True,False,True,True,True,False,False,28,8,1,1,1,1
BR1_2862559164,100,blue,False,False,True,False,False,False,True,21,4,0,0,1,1
BR1_2862559164,200,red,True,True,False,True,True,True,False,38,9,1,1,4,1
BR1_2864694905,100,blue,False,False,True,False,False,True,False,15,2,0,0,2,0
BR1_2864694905,200,red,True,True,False,True,True,False,True,35,9,1,1,2,2
BR1_2859685887,100,blue,False,True,True,True,False,False,True,21,9,3,0,0,2
BR1_2859685887,200,red,True,False,False,False,True,True,False,44,7,1,2,4,0
BR1_2864233794,100,blue,True,True,False,True,True,True,False,31,7,2,1,4,0
BR1_2864233794,200,red,False,False,True,False,False,False,True,21,3,0,0,1,2
BR1_2859087858,100,blue,False,False,False,False,False,False,False,0,0,0,0,0,0
BR1_2859087858,200,red,True,False,False,False,False,False,False,0,0,0,0,0,0
BR1_2865499333,100,blue,True,False,False,True,True,False,False,49,11,3,1,3,1
BR1_2865499333,200,red,False,True,True,False,False,True,True,34,3,0,0,2,1
BR1_2863493079,100,blue,False,True,False,False,False,True,False,20,5,0,0,2,1
BR1_2863493079,200,red,True,False,True,True,True,False,True,18,9,1,1,1,1
BR1_2860189295,100,blue,False,True,False,False,False,False,False,16,0,0,0,0,0
BR1_2860189295,200,red,True,False,True,True,True,True,True,25,7,2,1,2,2
BR1_2858934981,100,blue,True,False,True,True,True,False,True,42,10,3,1,2,2
BR1_2858934981,200,red,False,True,False,False,False,True,False,30,2,0,1,2,0
BR1_2858069371,100,blue,False,True,False,False,False,False,True,30,4,0,1,0,1
BR1_2858069371,200,red,True,False,True,True,True,True,False,44,11,3,1,4,1
BR1_2862034075,100,blue,True,True,True,True,True,True,True,31,9,1,1,3,2
BR1_2862034075,200,red,False,False,False,False,False,False,False,11,2,0,0,0,0
BR1_2858483018,100,blue,False,False,False,False,False,False,False,0,0,0,0,0,0
BR1_2858483018,200,red,True,True,False,False,False,False,False,1,0,0,0,0,0
BR1_2857999613,100,blue,False,True,False,False,False,False,True,13,2,0,0,0,1
BR1_2857999613,200,red,True,False,True,False,True,True,False,35,6,0,1,3,1
BR1_2865232746,100,blue,True,True,True,True,True,True,True,41,8,1,1,2,2
BR1_2865232746,200,red,False,False,False,False,False,False,False,26,1,0,0,2,0
BR1_2857370947,100,blue,False,False,False,False,False,False,False,14,3,0,0,0,0
BR1_2857370947,200,red,True,True,True,True,True,True,True,30,10,2,1,1,1
BR1_2862633439,100,blue,False,True,False,False,False,False,False,12,1,0,0,0,0
BR1_2862633439,200,red,True,False,True,False,False,True,True,21,2,0,0,2,1
BR1_2857268909,100,blue,False,False,False,False,False,False,False,17,2,0,0,1,0
BR1_2857268909,200,red,True,True,True,True,True,True,True,31,8,1,1,3,2
BR1_2865281216,100,blue,True,True,True,True,True,False,False,26,9,1,1,0,1
BR1_2865281216,200,red,False,False,False,False,False,True,True,9,1,0,0,4,1
BR1_2865065229,100,blue,False,False,False,False,False,True,False,40,3,0,0,2,0
BR1_2865065229,200,red,True,True,True,True,True,False,True,38,11,4,2,1,2
BR1_2861653018,100,blue,False,False,False,False,False,True,False,15,2,0,0,2,0
BR1_2861653018,200,red,True,True,True,False,False,False,True,22,5,0,0,0,2
BR1_2864365030,100,blue,False,True,False,False,True,False,False,34,4,0,1,1,0
BR1_2864365030,200,red,True,False,True,True,False,True,True,51,10,4,1,3,2
BR1_2860049206,100,blue,True,True,True,True,False,True,True,30,9,2,0,3,2
BR1_2860049206,200,red,False,False,False,False,False,False,False,8,0,0,0,0,0
BR1_2864458758,100,blue,True,True,False,True,False,False,False,37,11,3,0,1,1
BR1_2864458758,200,red,False,False,True,False,True,True,True,32,3,0,1,3,1
BR1_2860264771,100,blue,True,True,False,True,False,False,False,42,7,1,2,1,1
BR1_2860264771,200,red,False,False,True,False,True,True,True,38,6,0,1,4,1
BR1_2854677570,100,blue,False,True,False,False,False,False,False,4,0,0,0,0,0
BR1_2854677570,200,red,True,False,True,False,False,True,True,20,4,0,0,2,1
BR1_2858218810,100,blue,False,False,False,False,False,False,True,11,3,0,0,0,1
BR1_2858218810,200,red,True,True,True,True,False,True,False,21,7,1,0,3,1
BR1_2860044198,100,blue,True,False,True,False,True,False,True,26,7,0,1,2,1
BR1_2860044198,200,red,False,True,False,True,False,True,False,16,6,1,0,1,1
BR1_2863896801,100,blue,False,False,False,False,False,False,False,7,0,0,0,1,0
BR1_2863896801,200,red,True,True,True,False,False,True,True,30,6,0,0,1,1
BR1_2865466978,100,blue,True,True,True,True,False,True,True,31,6,1,0,2,1
BR1_2865466978,200,red,False,False,False,False,False,False,False,11,0,0,0,0,0
BR1_2864561140,100,blue,False,False,False,False,False,False,True,22,1,0,0,0,1
BR1_2864561140,200,red,True,True,True,True,True,True,False,38,10,2,1,4,1
BR1_2855294997,100,blue,True,False,True,True,True,False,False,27,7,1,1,0,1
BR1_2855294997,200,red,False,True,False,False,False,True,True,22,3,0,0,2,1
BR1_2859438604,100,blue,False,False,True,True,False,False,True,41,8,2,0,2,2
BR1_2859438604,200,red,True,True,False,False,True,True,False,45,6,1,2,3,0
BR1_2863228050,100,blue,False,True,False,False,False,True,False,25,3,0,0,2,1
BR1_2863228050,200,red,True,False,True,True,True,False,True,26,10,2,1,2,1
BR1_2857491598,100,blue,True,False,True,True,True,False,True,38,11,3,1,1,2
BR1_2857491598,200,red,False,True,False,False,False,True,False,21,1,0,0,1,0
BR1_2862076470,100,blue,True,True,True,False,False,True,True,25,3,0,0,2,1
BR1_2862076470,200,red,False,False,False,False,False,False,False,13,1,0,0,0,0
BR1_2864780127,100,blue,False,True,False,True,False,True,False,24,7,1,0,2,0
BR1_2864780127,200,red,True,False,True,False,True,False,True,37,9,1,1,2,2
BR1_2865499704,100,blue,True,True,False,False,False,False,False,1,0,0,0,0,0
BR1_2865499704,200,red,False,False,False,False,False,False,False,0,0,0,0,0,0
BR1_2863211430,100,blue,True,True,True,False,False,False,True,22,2,0,0,0,1
BR1_2863211430,200,red,False,False,False,False,False,True,False,6,0,0,0,1,0
BR1_2863452370,100,blue,True,True,True,False,True,False,True,38,7,1,1,1,1
BR1_2863452370,200,red,False,False,False,True,False,True,False,24,5,1,0,2,0
BR1_2861933979,100,blue,True,True,True,True,True,False,False,32,10,2,1,1,0
BR1_2861933979,200,red,False,False,False,False,False,True,True,19,1,0,0,3,1
BR1_2865093575,100,blue,True,True,True,True,True,True,True,33,9,2,1,2,2
BR1_2865093575,200,red,False,False,False,False,False,False,False,11,0,0,0,0,0
BR1_2859834205,100,blue,False,True,False,False,False,False,False,3,0,0,0,0,0
BR1_2859834205,200,red,True,False,False,False,False,True,False,4,0,0,0,1,0
BR1_2860295272,100,blue,True,False,False,False,True,False,True,36,9,1,2,2,2
BR1_2860295272,200,red,False,True,True,True,False,True,False,29,6,1,0,3,0
BR1_2865076854,100,blue,True,True,False,True,True,False,True,30,9,1,1,2,1
BR1_2865076854,200,red,False,False,True,False,False,True,False,19,3,0,0,3,0
BR1_2864533538,100,blue,True,False,True,True,True,False,True,48,9,2,1,3,2
BR1_2864533538,200,red,False,True,False,False,False,True,False,23,3,0,0,1,0
BR1_2863269575,100,blue,False,True,False,False,False,True,False,15,2,0,0,3,1
BR1_2863269575,200,red,True,False,True,True,True,False,True,22,7,1,1,1,1
BR1_2857965373,100,blue,False,False,False,False,False,False,True,20,1,0,0,0,1
BR1_2857965373,200,red,True,True,True,True,True,True,False,36,9,1,1,2,1
BR1_2865539714,100,blue,False,True,True,True,True,True,True,37,8,1,2,2,2
BR1_2865539714,200,red,True,False,False,False,False,False,False,49,10,2,0,2,0
