puuid,summonerId,summonerName,riotIdGameName,riotIdTagline
7uMD3BnHasREoLESsssEB3PLstfwJjuYdGpfP3lRa85KnFuNItsFB0tu3SDel0R_Hxbof-S-dMFLpg,u0M5UBavEAxITKPMflG0mDBOf5-qqDCHOI_9IXgEWRGlRSQ,catia damasceno,catia damasceno,BR1
EWpq22NlSHxe_G5dzmvtnBMs7XLXmOtkfAXiGN4qgZ546OSKQzeOp8WmFF80NXjSgiX2Y-mpfdGUMw,7WV38E55kmDTyLO71j6ei8uZBRLL7aAVksIc8JEYPcQnEw,Thats For u Mom,Thats For u Mom,7843
hZB7eeknUyi94DhVf48BFR_STAGyD5mOuwk-j3D4cLrhjykRXLMxiGIVLZHlpZ8A6bqzh95eFhAC3w,3FL_rDWejjuZJJfaDxdMEZyrcc4zhQATJjS5uNIL9-byuw,Yikz,Yikz,BR1
pet9MBMZIau2MFweJVstIcSO3LypGLj-V67Sgz3UsDgO0t_C1XxsNNtLOl8m8d2mO9vxdFGfp-KUNw,uTvP6uIyi-B5Wjbcsc433xPejSTBE8Mlc2fpJnDSk9z7GQ,Telaszz,Telas,777
2bTQuIPgTFJql7tj2o84fuC6R1W4YmemwaCkKDLvdimclv2yhOhRPFEwnFqULeQIj93A63exzdsS0w,IyidECdAhdIAsL4NOq63FY_kINO-OaZ6MPwByA2zOvxiOw,piupiu99,piupiu99,BR1
lfbie0i_ztc8CJTfaK_Yu2BQqkhtICuBg17OBjSYM-EcNkfFiNkmpjlVAKBGSbWaavpFTHCxj_hpyA,9gjQkV1OwmCMbu_a1ZOKvz7AhGEC1iskoYCKA44SjWw5GR7aIHqaOYMqkQ,jyiyivt,jyiyivt,BR1
SrRxLvkE1ugH5av1mwyNZrilcVuA9FZyqmuDlrhZUTezmbL58culQxhn3glXJIGqQloou1dy-lHFXw,gIyDYMvgtq86gyxusxtxEOmOeWWSTeEFM9jU_XtY4-Ky8X9l1pTI7z3yQw,Cymps0,Mitaka,isa
Mz98KmQUy3SlX0HzYAVi2MZA4pxyMJPmsnWB4u9r1c-q03CEtvGybO6c86iJO1ZbdIAvNHIQxAQucQ,893I9LsDWCUaJS43asLVb9fKK_A2OWkC3CBv3Gyg6PoR5Oo,AXK Zuna,AXK Zuna,BR1
4DA_f6l1CRLzcBx8oLL7M_f5-s2lKLYTfg9VbV11mQH3HjakzRmsLGlbvHsXbGeB_uDc11rZVYQIVQ,TbgS6yfxF4HRtsMQ_wsLwr9OQsJaDYxln5UPGJQPcKS5N9A,blackpink237,xyz,謙遜忠誠
fkJQHpekz9Kaf7DEkGseiis_WRn5NvVvM06Rm2RMbpauVa9byu8ZHxWOZ1Q-KzwQ0bgxB-z81anzBw,Ouq-UPCGGAVBWVb06iuKfFKcUP0CjTDccb7oScEf0M7GIA,The Alv,The Alv,000
Ac5N0fjz4LIc9o-D7LppN9xYjJR_3PvWyOva3Mn1-ewKDivqYk64N9-LzpjND2dutmM2t2JI5-JhYw,oTrFo_E8OY2hARK5o9sEMPWG4P_d3ZdHwLoC3dPGbJGUGaI,sphr,sphr,BR1
z3RghNCcjMAV7JmrMg7skleCxkpGrJ9EHDG0poDJBRJfy55jLVzrgnb6-s9TOaPX4ZHeoyGkWsk41Q,cro8cv6XjhuAjZU3eFwiD0X7CasjwaL1QA75cupcPSxTOg,Renk,Renk,dela
D7pu5a1bLy_ps5I3PmQlP4VD9s_WANwMRqxT1c06z-9VbMQ1-vJNbZIHacO1OB4NEwgAJ5kNGEz7yQ,oeFQ4sD75jzST-DLDUNrLXocmU8HkW-f4OQ_7E-yGE8J8AE,JKG Greninja,Greninja,angel
pI_pvFUf9R1HYvIPAOBznRaF5k1IJi2GHscEKtdOGvFWUze0ikgZFzXzpmWXcoCkXUhVFs3UICIw1A,_Z1faC8NKvrA1jNOv2ilhkKOurhR8czGEPiyyI3JvYAXq-U,MENINA TRAVESA,  s,z   
eftHflb85F8hNypxlcGYZqiy-KD14z36u5C48sCjfjyUEBYgVGIXfiO5w-CEt9pyduA82c6ui-S8bQ,Mmvu0rILZMsijt3q5xWPEKLXEp6fD7s6UjsX_xGq5mv_,Boninha sz,Boninha sz,BR1
NijCNyf2_f6KioTfFN4i66-3FegA7UZZGSF6YHK5qXtVCEd7ytYjHXHVpQQpMq04PB0N5lc7w6_fqg,7I4l7MvSfprx97GqzCjtgKMdHKoyamr2A4n0YrDUf4ELRw,LÉO MESSI ,messi,BR0
1Y8q_pX2RH0lAwKDFZ5nGym_pmO-z0rTqj4AWekQ0yLE5o15D2bSricPerMCDWXqvOM2iedDbXh21g,JYmZHdQsl76SEwlo7rim6wejS_osRpQM7pQQkZRdgapmRfS37i5wFbGHlA,neyzz,FuryzStrixKkoma,BR2
Jfxi_ApTWC6EI-HHIzoDEmRB656yvWdUYnWO1qi9fUkpHqtsL4c_9IdIeXIjmKuYRUrwdqwjf9p1Eg,VgtX38oUSDWX2hPfiGxbKWOsYrjxHmF2W5RjOyyYu3rZuU8,shiny curse,shiny curse,BR1
jduj--vKcCkPfjEVJ_9jWUm3rgiALxaouYAUKmRDDdLkxexFlwv3UJDf4Yu6lvsk-SqfVA3K5q-hqw,BV6xxPdk0xA9x-ZMLuGRLFulyzapM-DdEAFM6SUkTDn1Ig,lmagine Aurelion,Imagine Aurelion,Bob
NZYsTRV8ib7dMrVPRg8Y0r2N1SCj_-3TwJOVVCzxvhjh5Mw-gGqn4z8s9Y9PgvqFry_ST8qydzF5XA,Izmh7cDDzuS17U3Ls7MBSg9PEM2vwGpFgBKaHb6UDN7Mz95WdzXSObTh6w,Armand,Armand,BR1
ZT83oORKyt-7g9dZh0RbV9_IWcU7UtJKIF09vl2_szjw8jjYRQjbPcozI7bBjy7UGpw-jePlyALZ6g,jVATtsQLwVABWAXYSpaq9oh7QjiMKd--7BVwxeN959sp6aA,Lóvely,Lóvely,5175
4uQx-yhHrbIxPUyr16NjNMbagN9k3ev4fNjTH2gIZe7aJB7p3fJA7mN7D4VMGQu7igtlUHTWzN70Lw,c7WBTAg_pjRaWhepYbu_JANxsxCfOYhDpPtoXAcoS7aMKVk,LOLOFLEGENDS4321,fuuuuuuuu,99999
8mEAAw_HaeJGz12I_A-z86FC5tbVmYoSBOQoyQlHULaECJnxCHoUKAAJ3pY12O2-dXi-O0n916D0Ng,K2QA65EhvtbDAPqveUnaOqapZTyQyCLQz4foYt2VFCTEuA,FURIA StineR,stiner,0001
5bPEjZOfnIt5cTAgg-9b96OrPGx1GF6mrePI-30ucacHj1-NWV8CzZSltI6SLwTdaIty6qaCMRmNVw,FSBZ9vUcA6lx5JWxL9f4Sgl0zY37sVY4DE4Ew-nDotdUuw,LilaS 86,LilaS 86,000
-4CHghGiqzEZl3Q_rGtPHWnHwiO2499zxPn-sJISQdIodyTKZCY8oAduxiIZYyPH1FNdjZJvVT0fUw,Ssf9MSluNDXh06v9gb8D1Xk2DyHfWOfyjxy4OOftJAR7qQ,Taara,Taara,BR1
FVZUon4b1AtHAxeVYrdXbQkQ3xjd9X3Iku3ht9n3U2dptWDTuJ4T9J0EsJSJEeWUZw_uFsuxokJ3PA,U27HgZjhLk2zzny3o50ixM7u6G_rmAw51m6kgZbNusssJg,winzisz,Winzi,awa
pIxA0PMgUHuUEwnOcIEhyXnaZW3IOu0Ihxzrmf7UMmxsKxDmDpRgNEE2HoSXvDwMXPY_LMDb7AkvMg,rU35PuA7j66uSDhpKbLGsDCkOdiLlwJkYI6VcWmCF-_bl3s,lDec,lDec,BR1
-gZRe_jYXNq6A-EuplkKhXeWpDk8J4AvYFkFaTMByKoj0KPryyEXpCjCXi9wFB86p8pQcktltZ7PSw,KsFfpY0QuEAYAVyRaqtYGGhMKpoGC3wde8jpWkc1gYqXtw,marcelean,marcelean,BR1
V5vfXgJheqqTsgnl0p236xCFS0zSvzVcmsBoR3Qb2B-oEzC6szFUq3j-47C0QEYEdTnitQQAdIgR7w,8Stz38ocjRhSGFA3ZreAJFoajJNtpTGmPk8XVNkXNuLJjRc_CptUg_s1yg,sou tão burrinha,Sakrinha,plbcp
drIuj7fLRXhI8VT7dNQBa_feBVFhwQYz6PfZDYmmSb2IgW_7gGmBp2S3llvKhggdBkfT9lWoQ5d-9g,L0RsFnaGsTtdfTtR80YdSd2xi9osM0o49ivDL2yx63pD_oQ,NNT Dark Jamal,NNT Dark Jamal,BR1
R8R9WddzVKT8KisvTRumWPDei6z6FwTOsTs028e99Bn_B2Qfwg_eFxRzDByJzizlZ1sU6i8Dlf2trQ,CZl0Vczm2OH-uSlCU3fkHQxkH_R_Ht1RaV3-2rPRUvIz9fY,GOING BLUE KAYN,how 2 bIue kayn,12313
LPtom9AqPcNmS_y8fGpXeqN7U3gom6NgmVFii65beEvUXH-ov2G9lFhF9ouB_cN3LVuNNQBGsUL8fw,jf6YSsvXCskrhF2ke2Sa4coUUCE-q2RTfnShuVajvdLtRg,StaG LokuHz,StaG LokuHz,9892
rYJv0jRRzALkH1LjqnZ5Fb6gC2yXtT1t0KcMYhhjmjKm0y1gw1v3ukPRFv_3VPTYzhF7AYjK1_jbnw,qiD0lsJwjvuDvHTgwVJ4FqRQNtz-fSCDugicRGYNM-pK8K8,reverse,reverse,001
y2-ln5a39kUrCGR3lFj4wqC8siu_-y3aYiiRnMNuzHohXKu7T8Cp6pydj5Aco0-A_nz9hpsHUY9ymA,7Lq2QQc4D1OHoF-uiAT5-KGgSj1xUHQILjbStfrDjN75fQ,QUINDINHO,QUINDINHO,BR1
rcqAF08bcYUm49rM-9po5xx2C1UBP9owiV9MYz8b9e29Wr-iY_qBDlDAzSLlKfr632h9i0dDCeDwBQ,fosWpcJzUrqgz3YV3hRaqQ6XD3lIbuoUKBzE-M5557bv-WTvnsGt-ABWcw,Beenie man,Beenie man,BR1
ACavmdF0vW8cN4Sf2F_q2RnZtyfdX7C7eXjp8qTEXP-rg1pLsqJ0Rjx-fZ_aR6fyQuiXJ1EZFWZoBw,jZkVb5h9GNOB-b1nvk8hsmUf0YUkJI6ouWI91RukDeWrDg,copy69420,copy,dog
-fuhX5u-vWbVXjcSOwoYBqwpdHktnJ0diZU01ZZK0B4VAPSJjIDzD-NNomMB1TLp1IV5F6OoGi1b3g,OKJxZa2wmJQN0O7bpQwq0TEmLsrlBzmeRtnOmx2d7XJ0CBo,MASTER YI DOENTE,MASTER YI DOENTE,BR2
zqYFkf9r1xd7ksMWq3KWPPAowfqjUlcHUHaesiV4m49Y8Xaf5CGVSkBRsrHlknrnjC5JR-XVH8ViMQ,B_WDg0eV_6cGKQdOdS9vOsSpkjKwJKHi-LQ8wnlYAKs5,DWG KraToS,KraToS,5416
WV7UOk5fAOwId9SQ_mhC-r7d7UkV0ysPbYVxkUAnz-k4IsJ9rLHIq-l_BEVw-F7n2yLv2I-QL49Cqw,6O4hOZGTw9m-uuKj_67fWWkY9xlQg6z2-oa96bjj6ecI40JvZy6b0t1ZZg,ivvY LeaguE,ivvY LeaguE,BR1
reBn7e_hnBjHBcqDWM4Bai6HR5Xoka--6jks-nIANy9tWnFs443AvJNeofh11bpQcbDvV0nNpu2a8g,WGx0vi5lQnB2J0uCTVcEeW7lkSkmls4gk8EnkGGL1jQu8w8,Briar Delphine,Machine,Awake
K0IgCDFlVw1z5QDcLiIW5FGPiTqu4w9LRIy0fITbhT2KqAe9xOyBEQXRpMW3bBN2RW-gRcZvHhqm-g,V5xTP3MDPB033_gBpi6huw1QLnv1zRdRQRPZsaN4akwnAII,sarolu,sarolu,BR1
th10CeFtIfdIQhUd7-77VDEdLQdeDXH7fwjOZ5RdtgURraBufrqgQbu_lpiMKd3bCDl2B1VXfd-8_A,1nfL_ZMMy2ag7gWmw2g1jIy43MZlpyjBQi1Wi-FH1wWrCgY,Feed the void,Master Yi,Korea
Db05wSvwymx3GK3Lc1bPtkUs24jpdZe8ig1ALUYW3LEdtJ3RzstlHPSHwn4vOzS1-Im7_uM-IA5fXw,vqf7T4cBt1ve_NvSptGkT2MyJqnGqsgRZSP1eyU7PziQkZc,Tatsuya1,Tatsuya,TxD
I1Hu6ODDdXHFLaFlX66dj454zW_J6X687DUPyA4s5M1bRViR3dMJAlv_oaiWW5bZaekPBnI2yPXMZw,cjwJhsulVK6eAU5UwA9yV-N-VoueafvirkMqp1sF-LOHqA,MT A Crise,NTC Betinho 1v9,BR2
QyngP3ASS_FSDzvC5fKA1e2nJ0ViwL8wqGl43Af8dTfZbE0whBWWPmgJMM5vdLKGYtTaYuEOxpccqQ,_G5P4bVfqnHzo_BThBJOSjPOcMlU7HeBOSahL8BnnPOjsg,Terror dos Mares,Terror dos Mares,500M
1-cMXYqae1gtKIiTcgt3-QKLlVFvKzo4RhQOxfOuN5Zmgrl3XozNC8wuUSQ4C7yfBmyg920Mu5TS5w,rQOOG9QB2QaS_5wFROHKLnRGSgKgBWQyx1LsCNAZT8zfxA,Neephxsto,Neephxsto,BR1
DkVrnJiK34MRCwtvLKipRXsCKCUnNxV-fZCYQcIK_W4pynMOXf7z1pcrXEWAa2Jrxf8F-AdSMShFOg,6WmP2eyMMGhrwfC3_XxiqsHNwhCi9FrDTP8rTYQyoebLV2w,turbo naked,benadryl,2592
LFlOPGyTEMavUrL9XvfFvtg1iM9QZw7s0e-xw3t086rkcMmqt75hELQY0qL5l1dlFlNc4oqatEbfXg,AOCW4Nngbr8obMbkPZ58RBpAV-Crgh5YmoNWbGVK2Dje,hi im Lzk RX,hi im Lzk RX,BR1
VB8tmcy2gJuazHQiin9C1Atraf3Ro54feFx8doYX6iDmCMSKHimfJObNDmk8h_rcyRQrr6aCYC7wJw,1Bnm2JwL7sAXfq8gelFXlugusAZqYIHUzqIOrK_fXo2856Tg-uIYDSUapQ,robertherqwaarq,kirigaya,2410
7qOcG7nqW54QYgEwx074S-Io5vN-UHnXILYg0RKRrj7lTDI1_vUJAwwE_BxbkA78Lf-3tm3cgsG6Cw,y_J5TNFWGAMRAwQgYZdWgH3uUwKluv4S1w0nDu-SptBtLg,chilly1,chillyy,1010
BvBVGzSZYBQ_oSRoe1UXcAjMJQ-LvseOAorlRaPtGVnUs9Zq8yACU2N55f8nnpe1HXPEKdxdYMekiQ,2rwArRO-vmur4CZdfBw3Cjsu9i9HBNMA9pwPXiVjtIoHRLo,IaniaK,IaniaK,2006
bjfh2c0HFESOi7oN1jz9Us9eqGPT68sP7Utv5rHh1Gm24nBnRIcrOw1zP4eOWBE3p2XPynU1ziKalw,30fN3bf2x4ZUYQIhw9Xf7wgxpwvWtxpWX-QmUA86YA_kc3Q,CG TayK,CG TayK ツ,tknz
66xbZgA_s9_NI9ZVzvl1DGJlASgWMfV8GKXeQAzO1Y-vK_PTWbvhZ3JPn2HcBCVQHmknOfbo5iSDzQ,nuzhemQzdvjV6DSI0hxM28Nxhlqt0bCO094uZq0F2eVOzWM,Liyue,Liyue,Nami
ZW0oH3FeyxbZAXiWd7GohxxJHii_YsjjbaRHP0HLpp6Mc3NdcHvQzWyje1R78sjRKedGnKMyQPULqg,zEoaIy94RxibRG5-8J2Ffj8YNqOpgFfUuIJ1HCiGYgxv0Q,Gryffindor1,Gryffindor1,BR1
rcr1cXx4TXHnbKgIwWfsaumhSUFFqX_SxWnDHal5vXw-_SxYdVhHov6pNpLXj03BuyzsSmw5v_BObg,By8miiShMIR6vZuovLTFCO20AAr2Yc3XK-tI8-yYqBRbFME,xexeca23,Rak Wraithraiser,mefan
8UQ5Tkf_6u1RAl9K908AE7SLjNW7EX_p2KcY8fM842JbQDtdQ3kZbUEUM8b-yoO_k3NrkECv2_aRlA,gPXh2xf7iahO_qemgKH4gxIbhbyu7US37CFJmtWlH_caOcumKUW27oqdKA,XAVI 6,LrK,014
vIYdRpWoalGkmvOSH2IVfbJ4nMgm1GIIXvt_tuluUuzsiL2H1-fcBKgAjbFEgy1gk6drJShBzOWp0Q,owh2c8OcYkz9MmYLGbbSaYcHA_JptkvvAvmAUq_TfMRn,HEAVYWEIGHT,HEAVYWEIGHT,0000
HrVzB2pAPuFbSL9CIwTigMmqC2b5-m_N9SLGY955Ckz_seo6L3d5y8jSeKnMDjeifXLWY9fzjouQ-w,eAufMWnb_cySTxfQdoydznYybbi95jwZc3ApqgIQTxgHi9Q,alleszz,alleszz,nalu
Hk4nhIqlpzg2gRbAyTyiugeaz0GZEkkRxoffbM0n9oW_k32-cIVyeLCWweEWxhOJXfNGZFchvf2n7w,LfkczVqn1JAr__iRcQBo3nHNvQy5RqtaoP6e0_iEJfAeqTc,Arhag3lstorm,fiona gallagher,001
t1f47LFN8ToAqhxAHkJSRcHRdWEIQliAznqzNY67tVrDIgtbzT7eU1AeURfm4bXnEqqCjjVZWzeMhQ,Nxdx3ylS2EJlxzAigX_hYU9zXRomezU25eW0yX1Kp_himw,Twie,Twie,ovo
hZ5COg95tp18E2t-SYCa4_iGMVN9CF20hIuzhU8xDi2uodNNwe0OZOJG-G0SShNTXPcw8oNTFzjwdg,3FHhcDoFi0-myvI-QOHaKJNAbnSeXtYQdXYM5o3RJISm_w,jonny lek daora,jonny lek daora,4444
FDgxlXodeV35cSRlhQmP48WSaJ6Zq1xGBldUBzNXPf-nFAmdbtoww2tF_tlpDTF8-Mkw4VaNI0aOlw,eKrnxn75bXLuFBzNNWRpCHjBO-d1rDOVD0cMVHatU0DH,SONOFGODS,SONOFGODS,ouro
FMhiFd510zFui-heFQz347ajrRBeMJlVyvNEbjouCVcwPsn4AAKVfzzXBmZxA059y_Phehw6F1kEFw,s_MJCv0Lc8l7T99VnXmiB61qCHDN5EBzq_RpRyTZg6aBZmDQR9FnJmcUfQ,veigOdx,veigOdx,BR1
8DzKoth_7F34xw-OPXIptTb8NbwWgF8rpjUN1AzvFP38Q22D6nar7oDftcRJa1TnpZMp-OWE4KovMw,yqY2_DPGwDKTCuJKUfvuIpv7AvCNmrlvQOYX3BgU9v_XevnORzKrDJ4ZMQ,Rei Dos Sóis,Rei Dos Sóis,AKing
2VgfdqSi_oIbEXvXXICcBn2TUqXCoOPp2afDQfc7tEDWRT_ikMUwplmyCWo8LHwMM63icy_nMEChvw,UjsaVO_UeJbHiqf9j0H0BkQu_TD801aHPRDgeaBMSut03w,Limitless,luk,gojo
Q-pQr5mDQDgD1MECklqav3GNfdoEqbRrI8I96G2_Nvk-kE1x9-lNQB8pBvYT5WRre4vc60TY-Qilhw,A6lOKSePBMgsShut_CU0zWsDye0p3SSLMLR6DbmO_8D8,love thais,ryo,ryo1
SQ7a0M6dIIDs1IbbXZIy0WoypHW9KtVpZwmyo4555JvyQCOY4TxZnH32mCVxF9Z0Jr9fRUXxkmTIbQ,Jqcby8mT9gdFAKAyVmyw7OyKUw8VG92n2OrFCKeq9RZ0Y_E,ExperctiBR,ExperctiBR,BR1
BTQHDZ9Zwt1-Bn4AgHFrzHPGU8M3fb7q2S7vthpNT8dUqJx6P185pJvJYz4kRrOzp_XXiKVnk6PtRQ,9YnSDcQJzd4JOAupv3CDm70VECmIzT8yonxf-rDnGBoMbHU,CarrascoBrutal,CarrascoBrutal,BR1
I6CqZqzmYfgmLpeEWnXG9rMSZE-xdgmYKlGmnGgNNDjinsqAsqEPP_j64dlsX5mFiVImH9-jNQZGcA,MSGCJZl5YrL7eIlR-sh_qred6B7NbM-eiS-W9Zx8V1WXrA,BackStroke,BackStroke,BR1
juBptS9Zm_2hhjPwFFF8P8J_rBMsabqcpuUkqsHOcsyOmWOWy2iGoeG1ofHLP5566Js4R45IANKgWQ,yQQVV-o0r9PggThDnfm3XvDa65KH28Uwxth8C2UAvP7Nqmc,YA5U0 DE AK,YA5U0 DE AK,BR1
YtsF7J4CVRw8lkJ8R92zRqJ9heqPCRReoxwKG8LYe0e_nDwDLwbth0YFU0MIbdSxBLrh3V77phX76w,jK_DJtuJBUNxoEaChDn_r42rG7xKfY_83NmTsJzoi-pJSw,NVM Dog do mato,NVM Dog do mato,BR1
7AoShrevkAGar8izN6YjIeQxSL2hNQn1x1xn6fO1GNxjUNgXMKqMQVkhAeM-NQ_u9MBRR6MeN9nBUA,cCpQKOJGuM8gwz1A6V6HLOltnkHK5cLxZNpbcw04d5FNaw,Mings,Mings,Bird
vKpx-Dd50XVxgg7rsNqLcRwb5FhDi_SGdU4ABj1ELy7OCesCJsGtEmmCAXGC3cRALZ5qE1INeluvlQ,q1dbSSuOxvMTU2ltX7iaUjNiIp9M3A0lm9dgF4DgYNlVCw,FIX1,FIX1,BR1
NJ4oGmqHZiNl363BA6pM9nTvwIl7dzkyZExJBwm5H-b8X1o9proogldOFDi9hyYK0GgDEUyUx1r3-w,srrjYuEyhaurftGS5IIzyZWntCX12WDEBb17jIQ2EGLaVV0,Flxrzinha,Flxrzinha,BR1
MCU5rfSd9gXBGHUSZdn6NRDd2VV9IDHFiSLCqbrL-T2-88y4RFKTDppU1A9BeqIK81-slz_xRcZJfw,bJsfv_3jbGj6eeelS4RdS0dp900GTrPJL1G6hXBCdipaKFs,rabelokinho,rabelo,loko
01zD8ekjbV8rNRk1lk0mAqWzcY8ddOU6CSgs6shTbFoYokKpgdBcZ6HkO5waJaZs75ioGBAcviFBTw,PC1Q4_1zox5pzO5Q77fpCnyucXu6QMvzLOlc5HLctZrLjQ,Kalestro,Shay,SHAY9
TV5WSkrLDHzih-C-aHb_DUfvSFHAnTz5jvQm3g2gytvawt5wuJEVXgPdjwG92JqTeS4rHM7_cpVB-A,ItBSSDDNQX8Xbb6dkMf7kHtBwTNtoOZbrA-1fCbdENVxf0LGvClEF9lyyg,Mrs Ghostface,Meito,Ghost
1GOmZqVIxXNGRWtdQhZpPQLvPIinW_4-VLmS-00H6TjYbSc_UAvOsm1MP_V97ZyFtPmrPDUBBUd7Ag,N01CO-hjejNBhPqaDSsEBRXvZQl9tY7cXxLIbiHNlI6Omw,visão,visão,1308
LmHqjSMxq5bTI9CYqcEatwCZdfh56kIKQVqg86KEpoxN7ENPHj0WLv-H1iGYfs-wBOPziGP9FjRapg,sHzPwttRW8borPc7LcqqOkcF3SGxRSBcMumovET2WhrbxA,uZent,riih7,777
45yW8wP4mRXE8L-93mJo9HBCDLjYVMdxvWjJGv5Ff0zH4LB-EZMx7jSbGDK5HH31GHy-axK82qhfiA,CDhFUjrOvB10FCz3J1Ugug4Jil0e_cfPksfegCmkueBXcA,Levizin,Levi,Adnrm
iSFWJhxDnE5CVwi75aJ81Y5J3d3C9A2p6lkr8QW4Nf1Syh8bBLfhyY-f2uGlFvP4VbGV7AazYNrsQQ,8LAts1Sh7bpmE-XchBPsFG6DDheqf5tXFbogaAPeGp0YRw,KAIOKEN Accez,KAIOKEN Accez,Ace
Z-8KkrcIduu5_Fbq-yBCNeuFe04_wErjE1luE9YG2gtiwjNjmKLUZp1g9sNedW7pzKfb-i7vhbHwjQ,ughYD6FlPgmTnqKjc_2UNYCf_00i5ce9hBDYs4H-rB7w45BxL_9PWMYBXQ,pellegrini goat,pellegrini,goat
tkSrLdoXrklinCjgFIQTRS75FQ5BDOVng7K72fl4UuUcF_XSUGQmdlu4yF-j7wAnctbXk-_1ytKn7w,PMmvgDxJFmAdf-pKJm6qLVXUfIisMRvmciczi2VY65R0dFw,separar,separar,BR1
JjV-zfCxYtxp-qLl8VVzPYbn21ZpeZINRq6tukHxrTj8KrGITcNjJ5iJWETkgxPEtAZOaaPKsswGgg,zFNSw4Vx6wuz3RVwD6OFuI_L52HumgECfQW-tIL1LGfOBNY,rivabene,rivabene,BR1
_AsPcz9B9XAQ85jFjHlbuiofzs9kNzmQT-IBhcmC_gvZ_aHu7raciMJq4iNZVNlTBJ7VybgEoHnoCA,BKspOrziK_DmwDM6q4YO7PwW6FTx8tcnTmQck2CAiuECHn4,Woohee,Woohee,BR1
Cw_AaC56bHQ_PJK9QwYbbvJoE7bHENW--8zgpV7eKp4wjvq1EhgIbe5F7FafqtK7yhLs3oodN3CwEQ,ttTh5v2GmHvtyLeKKu5kMQbAPe0YlcJuvgf5EodMIaDlVTQ,Saifer1,Saifer1,BR1
kXRpjdq_2-Lf2JPqHUPKyM4GMiIUxf3PzFgTRgY9D76KFcoZfxHImvj3WhmQZzX7w-2UIetMZkBX2g,_meIYlAAkav7UDZu2CDeZsj2ZseOeQEkRSNSr5Of5ksQNw,Brunito,Brunito,BR1
LdbMlcs5fFObvx3V6yt1piDon327GiFkniI6jccxyUgyNoDqy7qeYFoaumg0SEEnmx1IFCrcRTIf9Q,kMdAAhoUj-r0y2RahXmEXv_46SNEPlJTrxaoR-1qcUi68V0,hygienic,revy,zed
vhQ14IidN8cGI6WMgC8PdOYkjZX1INUBwDrMa93frpQztzTTlpnkyDuzcT_jnicsg7jWdKtYlH3uvg,EFXFho4ixaFiIpjsBOvUijwenHYC5If3x4Q8mrsSo-SUsVo,Darknesdark,Darknesdark,N11
glIV3rrpkiFdY8pH3gPLumgchO67MWrCTx2x7Geer1WyvjWc8dw9mtjsrSDY6k6KIoDbxy2-CpwhCg,aL92KCHIc0cQJDHb0_JbTcCKTeZzuRqvSMVV6sEiGovwdQ,Mengui,Mengui,2529
VI-GHqlVxRQj4i4FEhujQV3iCqJ1RLx4FhvB7gjHqBId3ctjvSuhfTUYXLuzzuTiBUqogjYdDDjnGg,IexMBhhTj6I-7PxcZsUd-bYC33trbVO1DXViasEBP1Xv,lackmam,lackmam,BR1
5WvvhiW0KzXcdE0lbMgWFP8ADxsNtl6cH-au7AOWkTvLRUKe_730SgEqBi7Hc83mN_gNot2vhy1fFA,hl3VO8idF50wgPeNVdWsZZeRu5rnm84-PyXz8vdQnk2_OnI,pynkies,goldenboy,rose
8IFuFDN0KR0pgwJ7PUDY8paAALd5A8mYne5d38gVw3bqQO9oBsaDDIwxLT3ONmuJkazmBKIa-8q4-g,K9uQrPO3GLpwYuQUGlC8XvnGLFb4hIjv93VvMg_C3k8t,Shoiti,Shoiti,lsy
JvECshLomNZ3rXiuxiQ2Yg7UWRwEq0C771UWdqAEFInFfQxNdjAEqIvujxGMYEkhAaAaYGI44Hnkxw,ijej3BgvpXc8_1Bi9re4y7pdzEWGkw0oXPv2DZtjrVB_L94,FVCKego,egocentric,King
qOa0Bh5VuOIf5TyEjpfNkNVLJPhYBlKaUzeYPr254HRohIkdSclh5hx4TxRhWB-y8x2bdA9kUukelQ,l2-xxJj2JOuyzuoaRbRMtJSLezKRNCKmifiaRriX3P7d991bvOAHTnoO6A,Timop,Annie Tịts    十,υωυ
c-HW3H0dkOedhbs__9S5pDteyed8ZOI9vil2tiDO4i5KbE9ZQrmT4_lflxVVgpiNBqiMdvOnM0M0ug,A6rx1fL9EQ9hK7qly5UXMUrBBtbREs1EwzmTBcn0WcyVchs,scuro,scuro,5104
qsfKxQagZPUesT2DNtOnMnI96SuW5U63gyAed5QxnwjJjSMz_tVVYcRenG7uccj47Fu4qdjCOqaWuw,fiM4WKFPy2iH6TscS61gOHcT3vDfqjXMPE65RsUeKVl7R6c,Rei Do Retorno 7,Rei Do Retorno,Garen
aLMbG0pSYzCwZ9fNzfd1gCUXMnX5K5ZkHlG2lpQEcL-_ayBTjDKLyqylyJj7HdNe-DDvNiVEU7n0fw,YTqJmE679no1eSRA3XlS9WNhhWTBsAHuEZChYsHVbulHDg,HotPie,HotPie,0802
iEFySyb72RdR4jQA6-096crDGyk20r4SA3ldAu5hqXwEvujy0qn1QaJtmPuoNsgHA7846vuk-vVx5Q,4nXT3JoZP0e39LE5d_HFdn_ehQVSrm_L003gb26W72Ae7o4,Kerline,Kim Petras,KER
HgQVQOOxZPWQMtnfdFSadQe1DL8U2PAui4fbmQc9zI5GFbX8hMGCEapXNs2o00PESxfm4H4Wj45ekQ,mo5V78o6PO7Y68e6U6Jogs-4TRPqImndYHLS8igGSaQOmec,p ï n d u c a ,pinduca,лес
