puuid,summonerId,summonerName,riotIdGameName,riotIdTagline
egtF_ysj89wrlBlZ5JXTr9UxXx_4igwOFYy2-uuXsT1fZNv9r9yWuGPQdmPOo27skmfiukOqZW7WnQ,KxCIx7WNT6aiK0ygbuDZ0XX1CEruRLzShATKChmQNDnh1Q,GrindGrindGrind,Zenyyy,xyz
wNjSpSJ1iR-7UbgYuhlQBrCq0VKTZ1WfZ3IyvGTI_n5yyGCP5dOq5V7pw9WGnoRE8Qe70qFwBPK0hw,KqTohcTrlZ4AZaVcptUnKfDGZW0ih2Cs-zI_8G5wFq1hpAc,mano brodi,ManoBrodi,ManBr
dNa6pdaRdSKIwLAi0HTQRfgep_RRLgOhduuK0HbqSNz8NnYsDcs5msrm6Y7TO5jnBkisVSU-_CtvVA,f02LkCI17N50l3nawIVBW8ydUYW1T07Yd67e5l6RtSDpJA,WILL BE KÏNG,ONLY KING,Padas
NsxanrJ2Tt_93aKCRNE3KyiKQMCw_wzD_J_r2boDZnEGFY-D-wOore_QQ0FIy3wo1VUW8133FHeXrA,HIieKE63ysi7ZtRzXNXmQWwACA0ux-Ao2iMQWtkuvemhCA,This Is Chay,This Is Chay,1709
nibb4ySiu0leXlJSKjrd8kq9hjFM8l9_662Mw0yp1PaEMcfhcDJ5jUa3JOTO4zl_iLTPKcqd3v3a3Q,ez7_SvgPwJ-1oa1bnGj6wqQvEiPg7SC-51D87kpXy_OvKQ,Killfith,Killfith,Haseo
0VI25v3F3O5sRTSESm2yMzbCwOYcjQBAIB-PF4eYdrYtU0c5sZPQBYJue30mN7xA6-TdOz4SX9G9wA,o3tk0hdTK4ynGRCqlH1bFOoJMT-wlgRlvfKXUDy-VyFYsN0,Kisame Hoshigaki,Kassadin,00000
nqzNIrLgOOCaleRbCrnbf1tNonXqrEvw1b-jM2N1C0oS-i2caVrXGkf3wTW_W1Ujq27-_yyuNoXBHQ,xtX-E4khHXXD1JhfZVGdXnBT-OJQpr7tonEuaK_xeKXH_n0,lelz,rei da palhaçada,chavz
t_MlG8r-uan8Acmz5GilsJOj-EpuVq56MJC592xzHNDS_vo4JvTxFMTi8_dWQAFOiIhYKW9HzKXHpw,t19GjGMci2L27fTE2u9HtstoZj29bA_wlOx9ekJBCFyF8A,juju safadinho,juju,045
W4YVFzBW7GSVJ5MPWeBtRcJoMCkR6K4LcknTurSpNlbbxzE0U7oj2dn1eYSf4dpDA-q23cmeKXIy0Q,TUz1bNAZN2snWlDTqL-u3ZJPswS4XQn5NelSBCo_iGYGpjU,Brazão,Brazão,777
6pD948e2Y3-5SQA7yEbZDhZ9hlYZjZPVhY8Gdzpd1oB1C0y7Ikd52OX71INUGrWWiBeRrz5Tub34JQ,HJ3y2jguNF_mIMoveQ2rMVhuBO08_Pf2Gcjsi_3xGFSNGrU,COELHOSHOW,COELHOSHOW,BR12
ncLfmh_FkSZ_wwwrbwg4jQ9WUGWLI0ZIpwSY7g3I2K0O2W2yLWBxQOkRLJQZB5fcJ-bfhxnAZmWdNA,yVvikMM9JOwBvgFyPY03Evd2Xejv7QNBZJzd5vxtQHDiwA,Gueris,Gueris,ClãGG
q9Z2QA0gq8pP6xrNeysNFqCY13Kh68z5GW645Tc3Z9tZi32FBzCbd6hTkcEgRD85Ed-Xj2-NWmOSwg,qDpgIKZ5oAFYqFPhdGZ-ADSizQhbKc_FKLqzNAuDSkWhkg,Rayan1,Rayan1,BR1
6Rl-prok7vrEIo3bMh2lCrwdZKmf3CON5LPBXWqSYMjvnRTQWDKMvzaCGWZHOSvG_d34lNGnz5z-gA,qvEK_bFynOaOu95RKFSTk1WY2oiKr6SfzfqZ81FanMlo4UQ,só paro platina,só paro platina,BR1
jm941OM9g6xCv2zrA9gBQcNAZ2DP0PcmodUTQXt4o2taxuANgMVtGXaAqx-nfnkj3D1fn7Eivpd5-g,TBNJZUi8Ij9OVZW2NBM7puSmzGiHvMG6gkC2JSLgEFz7g2M,Í Love You So,BrokenBlade,VKT
gy0tyjop3_vh8QDW19DZp2ekrW-ILLvM8VsjvSnNAmrc3YraMHhJcgkqdCMM08-CYf8efTyAjg6Vvw,RFfRENVknA_m-a3-I7f3bQHks3FjqYTp31KO2RTD7X2504w,HardeN DG,HardeN DG,BR1
pr8nQ4grgX_zgu1ja4liV3le6NsyJCbxeJRSb7Bqp50fxQhDPRfDdopxk4QlQThdFd6qDvc4fpWDMg,Rxzt3Ot7SNjTB0CaLvtk7B0Mz8kQ1v1PsRXUJz0_rpDU5Q,KAMINSKÍ,KAMINSKÍ,BR1
N9IbVFgnqMpoKq6NsOqb0hwVHqdWtTpVEi50dx6vWkbF5t6D3ciKT8Cpb4bl3KN1jCmZczwzMFoDzw,5o82DtVum0ciNNMMK0151gVcdBKtEaocYL-RNXj-cbnYsA,MTR Longo,MTR Longo,BR1
5Rwe0kyq2Hp5epIQSwyPOHnyKo4flzkomkSZJva0ZhPtJ7FGRqFR1XEgEeBiAbYZt-_Solqq4tJoxQ,_jO3Qo9c1TnDmiWj7acV-6nLK5Rn5uH88TTX0Fqhz2EpPkI,DFM Matz,Matz,6666
LGFiX590tj8hTrTvde_DRRMpj43FLgL17wDgfZc638H8sdo4JtAYtE_N-879ekL82bBcRy-qDIK-Jg,2IuWMUz0h4Tx9LhopAflYpSFpwCsZZeqWVzdmg_mWNMh-w,guuga1,guuga1,guga
DoMi7tbQRF3UwhRlFtf88cxXjoaqjHY4dmRh7Z0ZHRh5fmsZ_VIad7z1T8ufCNsAByQwpRwTRuMW6g,GXjPD9n-qtw8dAWT7RkEzcornKcUw93MaBhikwVM0tOoW0Q,noturnos e prelu,noturnos e prelu,BR1
-PEvZJSdmR6rY77HvuHz9taKyN34-vIVtHPjn4wprXHteZHk3UfDVyIkXglUHVFv19UR8wCZTxFtkg,kBRUtHTS6MHgf3xfRGzRDOoJ1nhKhTpJSTB-3OtiHAHUoQ,MATE12,Filpo,Filрo
_w8nDwsb_PsPvDPl7Qc8X0-jRS4wHjrUKm2Z68io80Ml6Tgd0YUPqbg1IKMn34_CHLPot2u-9hWUQg,4Jp5ZOMiqaFCJzQmyTAie5F-Xgz7i9jvARLpx06F1C4Me25gBUyJ1iaWVA,Vagnerci1,Vagnerci1,BR1
55oFK_l4CiWoB9ccW6Lbh9xmhVumnOHL72CwJ4rgnw_muTukIwNhegy9D5kWJ1lsEoOQK4bjcLR-tA,8A5nYqO1oFwol36HXmIyXVR8LY0AWVXrID-mTUsadXib,POLICIA PRATEADO,POLICIA PRATEADO,BR1
ANGuylSZyOyFKW3EGHnyj-HHFUzwYchGXiQ1tT4oEpcADm3Efel6wb9z515PJ860bTIMkh9Bd6VJJA,1sHDT1YmRkdIdw_OqdieXGkSHwzeUzXGdcJLw6FMUxPvsxA,Jonher,VSF SEUS LIXOS,Jonhe
zIVusDcwwswRnRLl11eKmuGYWZO34WVU0NREtn1ENy97Q9TdwThVUXYu9nsrksGm_r-sqQIU5az8ow,vA8iVLhtiBvaybp9bopYPlVJ37UXBuo4wIS-Yaw7Gx8_Qj8,Hilary,rayson,trbl
7x3sstU0U_xn_HheflfLa2qvsD_j8nKfh16DjhZZI2EHjsURtqh9zuJxFy4ANP9NN2_g6SaHj008lA,lKyghgkC4sWW23n8UUcwOEe3IOoLHAbUa-PdFX5YZKdrMz4,daiben,daiben,BR1
BIMwrpjM8f_6zVq97k5a2k8OSq0Dgo9H2EyhH_tQCgaIsEsBo2it_upe_6hq-0hd3AJJbS4yvT-XgA,nU4kwnyTQbBUiwA5GnOJv5cNGpGGRn-MjY_u9KA9BxAzu4Yv-cBZW2MdfA,MUUUUUUUUUU KAJU,MUUUUUUUUUU KAJU,BR1
2hMlRUFuEQ00qGUQCDOrXo4wzeRDRaLDXFNK6Wb0IEO0cgGGbz9G8eisyxgQBYotpELSYDiAgu8C_A,zZRlf1cBx1d0Vg4yoUJXzABd0k-4fBWSSOIoOwY6aGA7tQ,viçador,viçador,00001
y8xRtkOVCpAiMJ9JkAY3LvVbwLs2u9jUwHdl8jbgKoLIh9D-J43F4DnlnmOewucXZidlkx1B9W_4Jg,X5J2SiCwWz7RjtA8iECnr1GkM09z38QtWjKEXl0X9lhBIw,amigos famosos,bostofo,pog
GwuEV3C9u33ikLS5kaRjP1gLjyPefnWx8ubsk7bme7J7j-313w1SKErN6N42yPgSEvdKqbu9Igbk6g,G_nPaPnccSEd6A68-Vbbkr214dDDdvv6TCXcAEqX3TcnvA,SnoxTTV,SnoX,BR16
p58VSb2EeZcwvuiuHf_tgsSo3OmTLk-P8XTG_5w-zsAMsM46Dg3b73TFVirqX7saDXZ027kvZVmzpg,NWWzeY2ar-buKR7rH8KpnwwvaRqXLka0cEysvwtfxx7iw_KCM2QzJfuh3A,BRUMI HIGH EGO,Belveth,brumi
UHXz-WPBfhSqhqtO1oTFDB7tCVp_IbKeNVtz-FCCwM2u2Ta6YhxqFoctmdAGN4CcMLzr_TQbGQnrCg,5WGM6fYjiBseVTBS1nLwxDN8HIIs_g_IqekGggr56b2g-Q,Fujïta,Fujita,061
HFI68Hoy51sR_nd1GGjfpMIDsSyxqa0XsFdW9labl_VzvQqYd5t1FnR2Nh5Ksh5kDGO73uQcLbwVhw,6xOvjOGaaNFZRapVYbbGYDoUR90dP7jcoBZhk6eto8QBYA,zmecatronny,zmecatronny,BR1
0l2lWzjGC7otaMR_q8VpsjBnVR1uUsha0Q2fpLWNIyabvS8Rk05nIG-irO9bp22hxP65li7Wm8oTlw,bxf9wg2-2VDIpCIjJqeGlRAnG6RYoZDYPWvIpff5-bFWnQ,monakai,16 06 2023,azi
EUtpa0ulJhs9Hdtx7ltrIpPlgRQBxfIDD7PEYBDFy5WX3cMX5FzXQz5_7S0K7ljU7__FXIyNQwulbQ,RebFskgtL4iZemGS2xp_pjDSkShQXkcIGLZ7Ri6nim6MU40,Sterkte,Sterkte,zed
DXClQXrfR9Vt6imi9EGOpoAAiWUWHAHcoF99Jmnky252--thBQZVhOi5MlNGLFzkmen7bNenvDLPFA,ubpul8Io_ksohANl4rkXbQaor2ZfkQL24eXfmIHoKsLpyw,sacoliros,Saco,Loiro
vrdqEDFp44tTh9jVC7hU-eSghR_5YMEgjg-CkvnWwh1kQqmFU7fk9A6LoZ-L1FBrgavKMs8IlArbbQ,Snds8iyTuDwnQlhuVQ0RchIe2Q1ommPsVlpFWquTLj5_jg,kt1,kt1,kito
6SpCR6Fz9fdAlQPwdpq7orYpm_f6OMTLyJ5Amz5Ug3-xcyhnJYaSDfXKz65K1B5BqUsARueBi2xiQw,1EV3PGrJI-BCXMa0JsTDwQlt-fVEOyOBt6OdGpQcwrQuPjxBToCNHpk8fg,Topherus82,Topherus82,BR1
c1GLbXGykMsBhVsPJXoSi4iuNfNqQxsPCV4Kt3xKvLgB_wU3KrSV9O7SHWc3wJP2rGnYdQdwgfY4JA,x6iXftrIRmRXMktL5vcZByiSBwTp2Pvsz4v70tgCJE0mFg,balulover ,balulover,fiuza
86Fmm0iOMfh2P35-KP2LRnE8rNlcXrJ9Vzqbhz-PGW6Yr95EcN95CgHcZz6vOn3GLbb30pVHWMKzqw,lVrrQbAOJ3sI3rm_q4fHiDiQZE_Z0JTnaktpAWkxt-oWYnM,debtor,Askies,LIMBO
xFjJidQJ9ykhvvPRJoJKymAFb4_EOfOXQsN2_YhITvP_LJeBuRgCRi1Kx7L2RGjVRQyWQB4jBihOWw,KjsPFEOzmEqDnAEarahzZfXHT0W5vEQFmVEVXgzDWrBrPr02bBkgnfPhQw,buerin muteself,so cara bom,best
tMOMT-BVaRQqhq3hhqkrtA8UGwCz9rY1Lnr5U6Um9FkVYsOCRZdbOft3UmUqGXPHvEV2YNuuNmbwLQ,ZxjvrKYlDzzjx16PKVO3xsfCrlCdpxZC6t_xEe8wyRCPew,MOJABl GHOST,Kenshi Takahashi,Yasuo
_AXEcb2kCvdnTmdp90gwtUMPMSw5ZEj56VbStKErODh3TFxCIiah0RC77_ZV2bBOO1Iw6_eR6kb3JQ,pHWWkM_uVdjIL9cFZkqzI6_nQx0Ol5i18MKWe5V-eMeQFbE,Jiashi,Jiashi,BR1
jT6nEZjYmxp98-3n_W_8gc2Un_AQb2n8p1ilsfjVbyfuembu-AVCW_xFrQQlNiN4NsM0XBYyDz42Mg,T6eb1s6lyrw28OWVoydr1oUTH3AZXd4V9212jcOwgxct8w,VeloZ,VeloZ,BR1
1E6xEjJnoGnTK3DNB0nW8Zp1cBFyC-Sy_spSNh5ehWiFWewCutQ9shFNcGw6ZXVC2ihrZmQG0QjnQA,CJD7vO4zWYjLAL2xJoYalQbra_lXEb0McSfgaFggicPREg,Nero The Fik,Nero The Fik,BR1
mUQPC1ImmHTHIX2uYCRReLpsgLhbnGPj6vyKTlf06Av4vk-qhj0y7R9mo0yi0a3xkNWCqg6il7UFcw,UIqJv3mF71usXlNYZhQhVPLld5rnWgnjruOfmsJ2-Y3HOPA,national anthem,national anthem,BR1
rxWLv5Cz2w3sWd5thjGwIFM1mr6MiQ2bByrUu1hQn2txJ3cnxEO5iWUKBazccNoBV-dFcYFLqZKpFQ,FS8URKrz9ucZBHCA1rQTqdiotbmtCQ61CBetR8irs-r_3sw,que terror,shush pls,cnb
cKmWK-Fk2TZnskKtvBuuoEQyANhliL9hUV-_kR03SPFk35q2oVKwQibX_6X4DxhuU7Usm_LABB08Qg,WbZyz8C2hB9fjYVykamu6zHr2wRV-34i-W6v1DtswCMxBpY,Hakari,Hakari,nene
N_e9LWVJNK7iDg0PFoXzhrLmZtEJHjyAuQLONd6CbPcc5c7loMzOLX84Qj-cudm02YH6yoCaY_yNOA,1ik6pIWxh0j3wqiSI30PMOZI6kNkO5ulzsbKNXMiVLtVclI,UDI FgT,FGT1,G10
PHTHd_ISHh4adRKKEVYf5DacLifqreIjGccl9jh7AFmYUu2QAeu_nL9JThSkY15DNJbek5_d0E2myA,Vve7pHzXjATp3hL8ZtagvoMR-le7xnMIIlwPGIqJZ_A8dw,Beresoski,beresoski,nbere
wFLh17N9QbrGZPRHfB9s0XmaJuTBjZSut8H8CgIjFUaMiruyKxLAqnRHkqx07UWSOKoueqMezWqMIw,_daH9WJ0JR72kyHXu-Mvw5z9ePEdex1hmcGjQ8uw7SiTP74,Aeddinin,Liuu Activooo,deep
xoDCgkVws7dIjc8-l1mLbTthQgr7svRF-6QUVxCLNW0mymGAhL0zl_bHNwp337mLkUmETbHPpDDIZg,zsr0jBPleXJeYaSbSZHpbF0SWAOpZyWsxkoOMw14sc9QumM,O KOALA 2,O KOALA 2,KOAL2
ZTw_mg39BTH4olDOYm5Lf6hMedh2oCifP2AZR5UVvXsYuLvXqtW2gb_ekZhvIzN2MMWq7JCCLH_xpg,9SpMw4OeDHGO9vzv_XuTNVJVOC8k2E1E1x4G4llJwRp5m7k,1God Thunder,1God Thunder,BR1
OLiXmOuOiBPgHmQjpY0J3LYSz6NkaZP6QH9hIvqZMVCeiKbsJYvZ9SrDOMTpAAVUQcN8RNRFZhK-2A,znF5J8nHTeTWt6SwRbgtCbUyVgP0EY4UUpId5dl-WiRSYQ,FX Kojima,Kojima,2840
I9B-FDf8vzsmpREBvqMnVnembWbBuMqn33NIrlOtZL8UUL-_M2iFhuwj-te2cH08AsdbOnqoIgHs4A,A1aJZxMqqCdgvm8Ne69a7ItcH1sQPXgJ1uylYlrgvjnYx4A,sIlmshady,shady,1401
c9D-7VOtS5UlSRejkeHavdnjtCjTXmhWo1NJ0rVZveg7402KnD-i1XBUKzlpFfz4gGd6jqp7Tufrig,Zy4Y6-j8M_-kAxdnxoO_iqba5eHIW_3zoWBj1FPbmclsYYs,MALWARE,MALWARE,diogo
NF0-y0ikTeWgHa0qcLXpyQq14iNekQq2OIaJSfAw2nAiacn7SUWgIbGr46pOHmBPYG4GtB-KCWTtGA,Gez-BH4UOtQSt5GGoPpFhvoiuYfg6nMvikYHn25uTGJ1DQ,DiDï,DiDi,Dyds
Jftpd76cTucpeOZfuYYb0EcKtCuTf02Tr-sbpys0BSdrn-dAnz_nKd5D7-CBFvbQkw1yJeSz0VQlZA,7DgovEuuTTpQqQVzymZb3yd0Gh_AnLRNdo2UQhzoAwO5ivM,Adonaï,Adonai,Zen
tsvNDWv8oIJnou3bFFyazVGIhAX9YHJwXVlkWlCUyyd2cQ95lKKmk3SJyiN4l9Z9SUjTGgUOvKRhWg,AfRUijrKwmsfrW4TRUAJPTBGXqQBMQELotItWz24ORkiNQ,Veil99,Veil99,99999
oPE-m325onrusftiHFPyeTwoahi-SDTmU1NqjXnyeytVOgtkF2Haie86q4DSg_8CKvBn5MOSKvcT2g,Q-q8SQCnCbSoKMeU_7loThlXLsAUe0LKNZnh0u94ittqCi4,MORN1NG,행운이 따르기를,1999
UCVD3PYlXSqOLIQqIJpZi_q3G8U2DR4VpT8TXTAbH3Rd-jV2WK8FhcHPIWKo-_RjCaHmy8JjSnyN7A,TqCkKmlGDgjA-Oy7r6_R_EGczenBwNn8DdqjtkuA18rHew,Ducha,Ducha,BR1
plojsc8FDVr-_nz9Udy-juMFjGG5VCHkdg6OIW2OxGPl84M3ZkUxgJa2CGPjOFVFWFQ3CiBbSuHmMw,7ZNTOyhGN4zSQt7-4jROX0RkhV2YElgWsSuuFuHG3bfpBaBqCDSjv6jnJA,Doup1ka,Doup1ka,BR1
sWuI052RpnKHaQJLyHgtpeP740QC6sFmbJNKf_j3xqAQ-ImUB4M11sMGDMzogOmbIS5FR5hC3odM5Q,Sb1GPY407dDlrC3jQaQCww_r5eF4GFCdQVdxUEAO2k0SXQ,G13 Lemel,G13 Lemel,SNAFU
GFdBm9130Zw1kL7MrZ-AXSzRFFh8QmS01oxSO3CzxwPgWiNcsvbQMjwsWuWa1bxTJDyA4POUFEuyJA,S_hYICBqDCALB0f4Yh2jl3RMFilojq7WqICAKi2q1bFKqg,Zéca Uruburguer,Zezão,666
xClLh-egSnyc3wvP5XeWpSjs4RvoNS_zpq2X0Nme1oENCl8CJMQ9XwHhenVw2KG8Y_HuJCQhTt3giw,KcONXAIczjqQFwMRzR0jv0HcAXwI8CXTE2XDnP9oiZVuHQ,feat sza,Jupruivo,SZA
vsn0i_rtSyvtvMGaHIDL7MuSY4atSpzCpAEeJyt0lnHPmT-CmppFZ4aWR4B02X8NOGEtG35P1q0oNg,o3gH5ihOnOxPjUGJvYs8GEeoqE6bnxQie0L34lmGcWjXX9c,self conscious,self conscious,BR1
CwzW_Q-fuXKE7QRvX_85MfJLxfWYuzjXD8E2jOPizkaqSefI9yl0UKub_1SdRlOKIDPOQr3tRIVZng,KffZR32GttUqkbRFteAiTuBgLhgapjhuj0BlqxxWHgUcfg,O Praieiro Diogo,O Praieiro Diogo,BR1
XVqc6R6OuaJdLdyaPtaKEQK7T1q6NSXKbW6cWmlZLMncVrdAfEcAninBljIBbfQs-zB1Mpv6CNZphw,1P0EHDuf5THthHynf456QGGgp8ltGKHEOFuV6CR-EtAlmQ,The Killing Moon,Morango,00015
4CKrDKl7vaPOfZSrjFL2iKVWufGR1E-NUcXEPREv68jd5NE29b_C8f2c1lpQh6lNgTC5c4M_3AROpw,lDlsjMLkYNW7vhiVKQ9n19wzAJOO6K56mFcnYZOZu0MS5XnbnJQeSQHLxA,Alvo Di Corno,Alvo Di Corno,BR1
04PSjQ9NIIFgL3wxPrpVYKfcQcX9tJ83KBA4EqoSXqqtf94dUKQelgLgipYfICUQqqyIvtZZlzDa4w,oZh23mVJQIrNOPmsHlg9wVaeAQvDz4YRiT3G6hHGwTvkXA,Muichiiro,Uzui,100
X7D_QP-okrcQweS0_39KQxItb_og9HcIc0PZaY_wqfAKVw7OmhXvUNfoCDBcyuA-YpMGseGNi30ujA,e_56GW9x2Xa3xYaNCwq8hoSmYWLB6u3WKxzWkcdl8m_f0sU,Janna refrescada,Janna Refrescada,8394
NPE10fZwmTLLmTqWszG7iQv8-EpWLag-6yG8vFOrkMs7L4BZaYrYDg-vdsX9RZ7nS8-1OZ1f-T0jVQ,NuFKRmG2t3rumrNsQjN6wZMl3KnYehjhAF7hhtKWDu-z1Q,carioca bi,Carioca,Bi1
0et2tUGnbkFNCzpKDqTpBfHAcf8AvJbRC83NPlmh53miM3Sh8NkcDesHECgEfeun6xUvYAp9NpDEtA,00e2hu_BKPuyy5k3wPlhW-znwEJmg-Q2L8HqKhDD1BWGFus,Gregor Mendel,Iudex,1047
y0A72hNpfG4_f733x8CwOo0Sr659BcmArU3PI4p1jXnLW-nIiVSx09TJsY2UzFPQDbw5TMd_y1j9Xg,hzy2lvXqaCgG6F0rodullvCvLmgP3EWId2T8fcwMNH4iCfM,ThiagoChaosMage,NoobsAniquilator,BR021
w8_UK4h37O2JxmLcujEwXvgAjeqswP50pYkyog_YHREYF3l5Lh3Phq3wiNqDteSYRr2KB8eI60Tkhg,4ejCYEaGGsimkZbKCpoEJSeaehUheK0WC7eIy0PsZNb5xQ,bogado,bg the badboy,333
HpUVx5x9Yw3tpCkiVXtiHFXT_k4FWZq2gQjLILFJp42PfzPjMkBDqzjfoq7tBleV5eoKuAn8R6_kfg,7y73cDG9AuH2gRIL8c6FyWQUNgmBMHrkma9JUSoonKQ5U4M,Nadder,Nadder,NIGHT
0L4ETB7DoX4PjV5tx8aZzd9GXc9_NaxfLzvSRlKgCsvGjghPMxG9NkQlY8oeNRj_Fg5t6hXYpY7k3A,74r0ulAiHz_JCUkoZXul_OJTkYhmLnE5MWGNiH-xDSDnD5N1QacOSj25jw,winerz,winerz,BR1
7VlMlgRg7i_50R4X75vIQMCnlkpUebrL-t2sknHLA6DyNrtXkQFvVOkS5DjYmQCKGW239TXD-plOFQ,fbQTZ_02y3soNls0-U-Sf6je7kUH4eikreE35U0oL27G,SuperLove,SuperLove,BR1
HZK3SWPDakVMR6dHP-H_VDPN5zmK7CTCwjXMCfjGUPGd7pM8TbISW-zdx7PvL8K76XMiwziw1m9BHg,HSQrbeat8H3OsZkCMoasf1AVF3edpLGPNMMUfO7wpHdqkA,йeighbourhood,folklore,1606
vbk6zw7cPCSZA2egtluAmAHFNtPili1Jj-MzFzIAVfPVs3Ayok1KrrBSgjf_sSZlXC7F7RO_NCcGlA,q8S_--n-2WLetfA0krD4cEfLqCJxcFTSd0hOQwPcnOvUlA,Kyunno,Kyunno,BR1
3uBt0RwLKrPbGbKFrS_XAb1fH8ffCLKtaNjQR03HG4n_dtqugTZLC8YgjU6lIW1S6KA_8PIKRxeNsw,iclBY_qJ7OZccHszvEaBGgWhCLtMk230yzK2ft5DTkVJc9M,Góticä Rabuda,Bagre final boss,Reyna
p69OSFwDfB1ySbByeFJLZE-0b6AJ99Fae0Pd_AbubBw77hVsZ6ZilNqR0t1n4cELxgO60PfI_rc1Yg,sm9PIARxmUXoA-spFU0FLxRXEQtVFeBs79zIQa4d-unfxrArc3maIuW8nA,medos,rat,bgx
sYnsCTGGsw3FPPCjaJkJHet9wyqHOPLDBe3gm3kH8Ll7NP1mUZVx15jyJoF-RomFVcXpftLseZ-Zbg,_adN1tLUUeT8TQGwLyYiYHXrXr2-w7UY8YUCyY4teGXqm18,Irmã Zuleide,Irmã Zuleide,Deus
Y7CSF-l7bx7ar9BcsRhVb4uODBkGO6bBmVALNRpBzeRsl0rTSSVUYaelGZQ916PqlsXSlbriUfOjEQ,WrhW1W45YAGQcKOglbNaTiBqC6m1ZDuI0kezym1WabzTwQ,Weiky,Weiky,000
JX8lJN5LvCEyv6dRasRm7mdQXBOMG3AT6fyWlAAjWXZMsrAQNlmZXKha5Wr6PQaS6HApLbgkugi6AQ,QCLMyY5d_Gt8SrNZN3vmQQYGkze3JL2Rnx4FGVy3UEd1WgRDTSaqoeWgFQ,cici,cici,doll
C0jbROQ050sfW7mHEzj0o1eMRvQHz8VgM2Bkmu_knQVBHFin7OpkILWhneRhcNIByMFMwiyrLhZX3w,fJUBx8QpANvusSjsQlor3KUYRIbPj3SE7nOR2y50n6ZxcQ,cacah,cacah26,thay
gRthR92XYbnffvdbQsFiwXaJstH-iNHrMUq-pnMK5lbVUo7Oi6vdtYXqagynu-Yj-y33MNomJKFh0A,hJ9sJW99ZADIYiUmBQQ_7s1tvFLNPQoCtURO6j4wTWKolw,F0DASE TALIGADO,CuttingWind,Talon
6Kw-mvrVfxSUYEVZ3UEx2--pdqiIxzKJTg7k1j7pKNyEa0st3H1mEGHDOEEYASOArBhIsBrUKaKxXQ,6qimMAcEud-0Av-OkBFdY8WtH_rtzWcHL6Pfp2rpgb3arOI,MeIancholy Hill,MOCINHO99,MOCIN
GF1Q9grmf8Ut4XQqwXvEsUT1PstvpGGjkCWR-5jG9aIlhLmMSvC0G0wEPn7BlZ2yI6Hs1DyqGMZ0SA,zOYQ7S1cEiowVulqW5HYL4N0inKYFCSdVyhMk2AwrTb869Y,BBG Anakin,BBG Anakin,BR1
tnAhDmP5tSTi2evu0olJ_J7NJe__BwyP85tRliH1MF5ffBNtuNj6BmWVZzQ5nTsazM0keq4JrB2lhw,4iHKPkefEVnVfBCrScyT1Qu3giwwwvi6S_y8wYxz2KNe1Vc,ppgöd,ppgöd,BR1
z6osCh0KCrS7EysxmhcqSYmkOCSmTmp_Gt-1tdSaBu-0cbXt2qGNtFdrOTcrokHxsDcmONp2-E2ifg,vpgTjiuSw0qvpbyWZkGNoUo-2tJKSJtllqr67McRqQ_NFsg,WO HAQ QAQ,Pernas,Ivern
NH3-zKtWwAx41dG5ACAD6_pRLvGGisryiFzPnvgCDeWwPz7rLZ_6H2CCVeDfO7q7-qsxYIhGEY4P7w,jAOFnYfYv6C8KFRNOB4_N0YE5-zHP4pgVl1ow0g9BlKQ,trem,naqoyqatsi,trem
oy1VC-_7PHhRw9sXM-korUUGRSfMaOEG3MOoY3ktu2p9x0qNtpVmOw-7_dMfUTOXz3kIo_6Hd-fL6A,MMEaIbXPM5gFht_fiulxwIGcxzQ3Z8cBBtwjpPAZ7et8CMc,Grabber,Grabber,HOOK
r-EcbJM7yxlygp2y9TBSkwh2QOE-vzjUkm92jvfnshvdrKsuFCdcOytJuruGlY3gB7iICw4Bd0d4oA,6SK5oshG9bi-l87QqZ8gD3OFWegWfo1UfiqR1U-RxJs-N_w,B4D,B4D,BR1
rQhTs8YnyZriHrPbSq8b-Xh63YLFhKXXwZGQ_HcTrsayZhwZLDL4d3al2FesAYf6MQHtbulSi4qxdA,QJdoYTdBxfeBjot7_P_LS4XXV6iuJ3LpDobR_AvtEurpUw,mamacomunistas,G2 Jorge,brabo
0bTaVpNgnPFNOvahIxI6WYJszr_xu3TTjK1SGsBo8F1D6ffb7sOV5ftWmkdGfjqudjlPENX6qAewtA,b0Ro4YvfXK3o2y9jRvjOdu38jZOwcvs7Etwny2miknvu2K4,lucas comunista,Luke,SUP
CE_NNzsohGm9ZzgbBr5oGdg4EZIUWlKyUuaIftrk1rFyp1-CHddJ9QmkA2oh1G-cku7fSpIUsY__qw,Qf_ccBQP9-RNrbLZKWVD5p6aoFea8YYwqs1spZnSWWaDMTY,Mikü Nakano,Nanashi,2605
3h-uyWAt0dZXKYt1n5ftYFskUlEm1EovDaqassDvOb_iAkAFKe1gqZDnk8zRSixQe0Eb13Ej_YTCgg,vkoqjthGofebBHCfp0EADzm0Ao5nAyDQYbS6drnVjzMA9bE,TITAN CÖLOSSAL,KauãTheBoss,Sett
zUQOIDSOLsPTOkbi_8NmAt1QYsyFYAsjRhQjXEpKHgO-PercwYZO93lDjG9uAswrRJ2aIe4hEHwqGw,naFnTsLC0NuOTpQ4lkgjn3LZ6vpJl3OKB6Om0A6XZ0FqREM,KC Sparrow ,KC Sparrow,FLA
