matchId,dataVersion,participantpuuid0,participantpuuid1,participantpuuid2,participantpuuid3,participantpuuid4,participantpuuid5,participantpuuid6,participantpuuid7,participantpuuid8,participantpuuid9,gameDuration,gameCreation,gameVersion,mapId,gameMode,gameType
BR1_2848479719,2,tf50nHwwCqIDl1liilNc4xD_pmtGK5001fU5RSdHQ30wxBB29l6wG-UL1HjhUv_T1OlS0DAopzrW_Q,k6VBqZiVK0qqUJJkFxHKI9il4doB8sA-gtG4XfQV6Zs6qjUNFUI-9bDwitd42kGAbk7DQSXACGgcpA,PgI6DLDd0Xns0iJlH8L7YG_RHiFXH0SPDUJG_sdJ-lzT8JJsqg4FnS5hkoMBSyWyO051DTW4cTsKwA,UHXz-WPBfhSqhqtO1oTFDB7tCVp_IbKeNVtz-FCCwM2u2Ta6YhxqFoctmdAGN4CcMLzr_TQbGQnrCg,keHGQVlySNqttzg2gXrTLlvPC7ItXe0M_yLhSFk2pwZpivMWUH2w_mnD-XfOBBGreloZhmUSs_4oHA,9_MKexwP9N4F8XGshpsfIoM6Cb5YEC2E6UXqMnAcmD3OGHs7lG7GkqgtF6iWTpodbzsqViwKRO3u4g,sdggZ1dRmlSbPNVee4GHCOyU3JffcFyisJxi6ryPShsRFTPccGYNjhWJilRj8UFhNMo-j7JlR5B1pw,JHw3p56ipmEEcz5BjwoUg8a11DjhjGF1NHRE-9YkocLOMl92iGWCEIoefqS45xzlQDIszbm_ZpoUBw,99OKuimUCII9HNx202hOU8p-YobxfgmTKGkE-tZYSlEdZEhky5L0PpNco1VwmA7rBSAW8u2OLbmsHw,OVE9w_Xn7cuiKWtIeKchzu_p0mfebOl7WDYUAB5hlnGxlzHaPQnQt8UO9HFwM1fT6Ov0kup36Y7JaA,1865,1701724260149,13.23,11,CLASSIC,MATCHED_GAME
BR1_2860150424,2,rcr1cXx4TXHnbKgIwWfsaumhSUFFqX_SxWnDHal5vXw-_SxYdVhHov6pNpLXj03BuyzsSmw5v_BObg,dQ0Tu8Y_BBAhSzILoqZPzkEB8ZOFN1QSdsFXl2Bw2opKyna7bWf3Se9D8_uY_ZnXVLGeaPEGXaX9fQ,w45frjHV6ggf0JA15rzGZPJVo_X4jGUZIEsND9cC3h0a_PgBDJ1_undHOVjASxFuKagV4w1yUfOQPg,dEggu9yveUK1jjhcF7uD0jKoszefAmGAkEB_CadtG8smg5MRMY8VOpxniKR1qAVAR4QcinRLx-NHDQ,U3BvOAoDwwB25Aw3tup7nGjRVTL9NSyBmCaRSNBkeMXdU0ZpYVGwWOsS1c8pmVI1gTOiKT0DXqX0Jw,RcVXHCMQ-C94ch3ip6cPVNbJzsqBxREsTRnHsGHrf9nU9EHkGeKMy_-Ya2S7kyP7szKHtpPhxe9-UA,KYsGaRumL3u2yKNewp8pGvDW0jJ6avrXOgRlbaloMRMMjGSDk9vg4dIQ07RXwhpPoi75seWv_qv1LA,yY_j-9wDM3YJHM-zWasbdghnBBawJpHDRT56HGFUeMThPLRSj-AsNlzdtpdm0_h5VMiFKRhswAUbVw,MDxA5Jn0diIWVpsGmCHmpf6uP7GIL9_A6HsynLLJYeq3Fs1HNuTiJTnJYyFscsp25yJMDGhedcA5FQ,RsjQUhhR9t7lyBckMEkuP7V68KgVt1MdGRbFmMzTn1sRUMSlKIReu09Seuur0AeV8LQ_tYEjdtdzPA,1602,1703311135156,13.24,11,CLASSIC,MATCHED_GAME
BR1_2865992225,2,UCQMLNvLLpsxjGJIAcCJFUxoqckIwkni8FTSY6Y-_69yKqV8_fifg-Cu5bJD1g1H6VIUX6f9UVizkw,Yv24kK5WV0Kgl_FCt_AvGr8mH1x1kumui6o6S6-YP_BVZXg6-kURyJGJHJ8An-ZFh6wHgPpcdcQk_Q,ND24L8dJ3OCMNFtQ5zzB_hdUmrLJZ6P05rO6PXyyXrmAlfLPDp1To6iY-c1QqacKmfeOsmodCmiuFg,xSoQdpMZBnliinEbndpfyLSuF5ra_WluoVY3z8_0Dtt2hjrnItAb_u_CGtLQntamyNYv4QAa3qfRGw,w8wQO_Xv5IwhpEtouRRmCNqZiDEYGcVDI-52b-HYD8mk_MxOgKV3GJMyL0EvR3jyOLl-zNfKT0DPZw,W6zBaPZ3kXOlpNn-TgELoOSfnXbs0oJNhxYxr9JzsW3DYkE4--rIIow30dL6Y4fvQY01ZaIq4XseQA,dqiTTP2LWUGF77t6XixwzvAuOR3sba9zKOKJ7IuvnFQZSS5D4upx9MuMcfFUFNu_qqm-7jAGjABCXA,EmrMD4BVIxVJ1UxF7vvWIQHw4hFbQBpyrCbMu4Ybx7KInDFwMA-t1HPIOuXgw9RiXM6l7HaZ60Rk4w,4ambMQ1F9gVOa8r4r4Acxoum1kU7fF_1qT1iFpm6_XHEPzZJ3GhLPN49JCCL4L0eTqeAsPjBx3uxHw,aT9v3KApGL7CSV04tCvzGDM0zbscOfFkuSag4C86N0DdbO7O68v__3Lr6EvsHaYUzdVKaGoYiAFhHA,2638,1704197067205,13.24,11,CLASSIC,MATCHED_GAME
BR1_2864288866,2,nA_F-fQpNh3QVB9i4gAP8bHTfVMnZDgfHkNe4mzsolhQzJTS_85qf4Fnq3ccrZk9Zw0QxG4LaGIK0w,QiFaiOuJvxBOFjseIrVAlK-4qwZZBCglGSOR6kHAb2ISylwgWmAG0ugfeeHcLAiP6EascwYCu0dT8g,eDwIPD-h-YZpD1te2ZDzvZhDImQio8BrAxjvjtvJ_hL5RWiMtMI0e3Pp7fXASsnAkJfKjmN0298EgA,7NuPVMCZ1F4-x4oJrg4lHbSonZ0ak6xZQwmczdRFbEmPSV1kjDLbqR6sCtK4QKmMcA3BgimKh5nnhQ,BYAwRN2R98SQklCvKVX-LKexuEL_BxIlkqOUNK9JNjw93I7H8hKy4bIIxe7cuQxVQZO0yHGz3cg-TA,pWhvrO3CP1clK1e6YVE6noAnyUrcrXZRV5nYSon9RkI41RCU2h-4uzuJdiQW6WajzDHOs4tYIcbmyg,q2No9tiREd25FlwDcTlkdNFOhpmSt2IUyVnucJIXN3VoL3OyhpHbhSsiQrj-BamIdnYx94K1ssi3Ew,SCAt44BVpv2CQj3pKS0J4MV_GmM58sGviJ45f2g0A4SI_fjMBT7uJlarA8aUj5oVl6Erx1PtrGQPOg,owRIrUhBOuTvHMWIWgGWLlB7Yzs7c5R0D6IJ0DF_rtV5XB6-PMaab_QyXt7JBxSJ5CbwGcH42UKzVw,6kJOWkTUP4asC717WL0-FYPWkSg7HcuydXeRsykV12kluNJVZi24nQrzYoKxoIFMLSstGo-uJUpErA,1591,1703913384614,13.24,11,CLASSIC,MATCHED_GAME
BR1_2865133202,2,Lv4DgfjH7-QPWtzi-iAHBcqVOzi9q_Sa4sGXDZCJGRXCMJnPMuqW8n6cDqWB0pc4B_u7vjm1U9xAfw,PD4HL0mIR0o3jinFmY9BxwfKfNEixgC4s-rXcRvnKLQD6fhIhmrs3LCqynnC7Ejcp3eoibu3Rgai7A,Zd0oNvHGQGEnKcCl4FnTyiXwznPSx94t5zQWamBe5Bcp8reMsTi0N9pxaofERscb2ibut_HnNurWaw,VY08TP9LxKrTsi-OBKyXrD34prF7nGMzRYngDc3rIHB_T4bv6qqf_rSAutkowsUK5bpb8Bos6NM2Sw,BAjxU8Ubd3yX3FnpalMb7dcxDsvQVuNO2bg8DAnfcjPAlFPmQZmDjw32GfTnE8zOECb095MxWWkHiQ,pGkYXMgRTy1RDfGP23qdgSA6yVxaHwz2TWajonrovtQvKElRuz3pmscTL5ry4sgPKeZ5iKUhlMpN5g,2wkhjN3ZtbyPnUcB1bdEzTrgHM6dVPoZTrE4qzpFg1xFh42YLrT-AGSk4VXxwiaChMdPS1PITBzjLg,3IGrK_42Xu_3EB760MzBEspcT0xe-fICIVv76R8HLd5dbAzjNjGO80olcwXzPNkDaXa5bA1XU4Z4Sw,5_WcftLmeLsak5bRwJknR9pF0DRKZBdbzEx3mEv0jH1-vAKvw9kyZc7QtyE72o8hRbXlAeZZ_PmGlg,p8484TcNQm35ToijbUXH0s7r3Ak3L3_t-YQt6kXKd78GWuP2URZewyxIZltadyOOCSSkJ3hv1WMRKQ,2103,1704048147299,13.24,11,CLASSIC,MATCHED_GAME
BR1_2856346582,2,zqYFkf9r1xd7ksMWq3KWPPAowfqjUlcHUHaesiV4m49Y8Xaf5CGVSkBRsrHlknrnjC5JR-XVH8ViMQ,p7LzJ25Pv8Zr2uK3-JQROv1_f4gecLUR4Znk5ZnS4k2A101A2nYsomX2xUqhB91Jnk-pQbCfu0bvFQ,bkDNGEWN0PxOGUp-ldMoIuG_-Cf0w_sqWAp9ABhxMtQUWPz_4HkKfx_FQTVLShBUKFJq7P4uuzGbaQ,qPVJzw7Qzoqb5kCkKCD_-9-6Nx4aHbu2dCGBmUVODVQAhH3RvLexXuFXMWINiO9eVF1wqC5HHIJoew,nNM-ULTdFVuld8aJZUw9BuzI0aauTSLJKwj-h0N6VOZNIMFLZ_56Yti1tEyt_jvi1ELE7n_8m4Fe8w,rIAzZ450c6xyW3yYgP__g7h3yJ-0oH_7Ld8CT8MMepagD6eTDt-3D6oRLpWggHeZW5yKMRDaTkXB0g,z7cONTLTCqrLBRx9JdUcdvadBBlit8acmCCSbDgEkw_5VUujoGgvJ-U1iEpCPGa9ni-nGqP9Bp5cyw,zed92UoWSynyF5Z6wVWYrd8dgkE1GmSJz3eL7BC5UeIN9ElEHNBjvYd6E7Kqi5qr_RLgAucqLI3rdA,sQ81US17EoJTh9l-ndpVxG4f9J7BtrudveuYLIq8BVqPwKg3hzI71l-O7TYtlLtbVPTOscoHNeNszQ,LmHqjSMxq5bTI9CYqcEatwCZdfh56kIKQVqg86KEpoxN7ENPHj0WLv-H1iGYfs-wBOPziGP9FjRapg,1521,1702773858699,13.24,11,CLASSIC,MATCHED_GAME
BR1_2864694722,2,6kcLkrPwfv9YyM8_nakpuU3gKecDsBxgxd39AvTB54kmWXwIMb6EJI8f7Ol0USChw-xPxL7tKEZ_JA,yaV5QqbaOFFChPvqsi2az8OycphZJi2jccSHVR2wFF8Rew-MntZcodepPh6zThBG4upSENhoIdrXwQ,Ssqknh2ntnO1-rNkBESk9pP1C_9-tjB1dAAYVTaq1eiO0AcTjl-LTmjkFTsGu2WrBOWoi0VsRkjaYQ,0iWv2zi0P9-Lp2NtBzS9P_NqG9dVx4EueWkQngluwTuInX91CkxFsQOymhHAcMgGo9B5KHJ_Ej5isQ,0p21Odt8dq23ujGK0JOj6RT_Kj4Ien6E4ng0Uc4ROOEnC7mY7HLYcgtJnCphONRsx8CsAQB-2a9QzQ,asHUKyrKw0vJIk3TGNxRm3v_h2Nsvpbh_ZsFD4zWS3acyYaTDgYxhUF_8_EYl_MzJTBghpPfFOyIRQ,aLMbG0pSYzCwZ9fNzfd1gCUXMnX5K5ZkHlG2lpQEcL-_ayBTjDKLyqylyJj7HdNe-DDvNiVEU7n0fw,B8n8wjJrbyNSD5D9KCOBB9rR0GLLu_I_wTrlFkCeS7p7VxpT8BWK9Y8JF8Jx2bw2wAOE4_Q13PgI9Q,2DkMFjyXmqM4VPninDqwy-4oIBFDJQE8jum1CI8D_Dw5a-qmP5jrGt168luc6dULFSDJrchxHi7cHQ,f8V_Q1E12hTBPSuZEg11Gf3NaD-Bx5woWtBcLDkhh2yQtweJTqHkAjkF5UuwfANMmFz3rKLM4SbB2A,1447,1703978873508,13.24,11,CLASSIC,MATCHED_GAME
BR1_2863259188,2,BwajkjfhYRMVky0eIxDKvITtJN0W0xN71IcII010H4QUvPDVT6TfuFM5cc9yEWmN_KKpA_37xCq3Jw,tkSrLdoXrklinCjgFIQTRS75FQ5BDOVng7K72fl4UuUcF_XSUGQmdlu4yF-j7wAnctbXk-_1ytKn7w,RDQe-uftFJJS3cnBBLrW8Vn851NWMT_0xHicEZGhzt9TL9f2wO_y1HuLtFmNAGXpGga1_m0Kb0NkUQ,Lh2Z_Dm2SHFUy4GWC97YMJ4yKrslEBKB0jUbA7TSY7X09haaJAZIK47IRhE5WmqD7VwtyuV9GgQtlA,HZK3SWPDakVMR6dHP-H_VDPN5zmK7CTCwjXMCfjGUPGd7pM8TbISW-zdx7PvL8K76XMiwziw1m9BHg,vTTq2z67M4OFPAivS1t6oWR0fKCUTjMVd_nith-hPZRR-eehp_wH7HcC7w99ZnjymHV8pRuAh3crrQ,GOvdJeAjYshy1ztPIEcWqdE93RbpBs9ZzKprvM80Iln8xw4Pb2ySGKogjuQolfcAMfoQtqlbF5eujA,WEo5ZcN1f5c6ysmX4tpjE1tVwer2UfX88p0A5QYD-DePnTOkjVcwlWq478ZaLOwQi6idj0vaY1V4nA,ZYrYrj17fAB7iJdXWS6zvEv5ZeVqKbr4pYFMZdddeJ4MLWmLJXtom2sV95ATwq-76Ex2o2KwcIchqw,x-_aWcs_rscZKdvPcSV9KFH8AWHAysECedfYcypnnJmuTNTqUnADxA-somdoz7A6uTjbclBMGjbDzg,515,1703783477498,13.24,11,CLASSIC,MATCHED_GAME
BR1_2855322238,2,sv7f3dZ1zsbt2M70hqs7R6foayYvsoEQs8pwdQWiiOfigTZfKTsKdFFMR_OOzAOrgxIeu3XqYeYGug,JdI7tIA8PhEhfYUlNLvXk11u2FTJyRvp3UgEbBXP5S4Ra0ee0RtwKIeNZgaA5-pIBIJ9ybwER5U3lg,1SKjS9K6NqY3JdW0YZokMpAk5ZobJtuzpe5q8o8DE5I-wErMzKe2c3ufGffxQm8GbJb5oIXSlFLONA,7bz2PlaGSbPdsauvmonYqPBIPgg09WIbwqzBMNpiza72RLBzhEMcs-IbWThSQ__2xXq5d_5m595rtw,8SRIYnzlHC4_6FcxBGeqV-6gL2eUPntQiEy64k8DvLqLzrPiID7nnK5AczGLHanLgVBKOuXs2bKIYw,mAvYyQzxBgl8nVdoO1OQMlxo_d6cfPKa09HlyfKsrq9XCDKF6WB7u0HRxuYvnaJ5EIHY91qMRT3-kw,RLPUxhpbeCQ_Y1tQ5bGeDB-EYQP8oFM4ZL8MACMaKhJS9ps4zWEsLOFZMXbg42e6VPRzrERCrffYmg,p7355SUFGyhZ0Tc3_y1TnqRg9fVKJkIP96IIg1TWnsCk0uQI-Y-tb2dWASytfE7fXUw-VcCbJ-lsjA,_GiaPNfd14GWsOr003YVBNzjHdwA7hY4AliVE4h_akieFoqu53WFh6NbHVIass2Hx2la2Xfb3-5Obg,Fxw101Vdl9oAuq7pWQQ5stVsIxB6Y6WhcRvJrfAS4WWaoZY9s9APwc4mcOwPhe0AGtOpSx4H8Ol7rg,1926,1702647560213,13.24,11,CLASSIC,MATCHED_GAME
BR1_2864587102,2,RqxWSm8RIKFKCbcor-uteIsoBg4SH3pg_EHcp5neM-Q4e2bR9TnQ0-Nj_BzA1CslFBWBZc_B98hhAA,voTE2KgXXbUADZOVJcWIk0CbmLZ13dMRJGB1YXwPGGF5SVY1R248v-HbfzgKdA6LfNc5kxPe-tn-sw,UUu80t37katbjxGEEgM8uZlZ4wC-PvMzEuB9bRz2mTgv-va8059N3LjmCxqzePSLLMI-UgxeOJnimA,43R2m2Saxg6pIxxy_RdHgL9okvT7eUC0YOPUitSpoq_EXV-tAiKEUX-gIiCj-XoMDxzzhXL1fpyB9w,7uMD3BnHasREoLESsssEB3PLstfwJjuYdGpfP3lRa85KnFuNItsFB0tu3SDel0R_Hxbof-S-dMFLpg,6l_0QKY4l-nBxiVfP7ZOgOuzHG06_TxrDcnjaUlPe9fQ8ToEXVOfH75vyh95ctsfcJMBDMfm5WDYLg,OQM5PLPEYsA0MDhRaYJ2bGoznSuI47-y7pC6NHJfWrl5VKEBwFsAICqedAwH4hRyMVCCKzm__qjBwQ,w10vdh6EuiJy6E7kqKPxScubhmUdzcPslaAPDcMXFlFC9NeSEZEhy-s84LN8paeEhzb1_QwKypS5lw,vvgDj3lWokfrACEncYZtRS6oRjh2QnEXu9klQzXQdgFc6GpAQ8tDMlJeYKEzoO52Q7SrwPWPVotgsA,MtoLi0KOMOZwb7ci2_Sb4zIY6epLBFv2Xs_BzrD-RFN4aAyPwQw_6EMI4Bsrv4aNeVlGCVgKlgvW-g,105,1703968701026,13.24,11,CLASSIC,MATCHED_GAME
BR1_2864187374,2,oIUk2r84ytH5gBItrNbDRhN9ILFq4yKEjXAclTBTXDoA-CjkQUn3Ow3BYID03HVl9DD0aVY_7i_mRA,H9s-n2z7KO7fBgIAPd7p95nk-TEyM9llNtTzUG4VubRclq5Wj1e3aiyw8bBXmOgFZ7Sjux_Gj1t-CA,mTMIW9iMVXoYJg8fXXG_8Au2XyzZAN5tXUjIilRbsbX2blTAITF1Oio7OzcpvaN3fjmOWOLErvPfBw,s2W7oW8oCUsVw5O-ApgQqK4Ts8WuEIGd6edPQaxojOf_gX-rxBtJPmQ4lkRp4wNi-3FW6llQSZB_GA,ECGd-mGD2IzEUr0lT2M-bmq_Y9Eq11FztbNo_8W2borKSNG9g80vDJu4rLr0FAd60vp-XJRH2mTfEg,aV7sae46Kjr-Uid6dBx7SFQxhtWLf0uRpRgUQEU7uFOAQLepUvxt_Tvn-jgyKEzevdbzZd4fIYCbbw,Ex_F9FR9dCopV5HV4XubmLK9Jg8jZJCC2-l3-RNS3hxEohh3fzmAz_wx3YvtU8pEuc4rSZ8FB0vR5w,eDwIPD-h-YZpD1te2ZDzvZhDImQio8BrAxjvjtvJ_hL5RWiMtMI0e3Pp7fXASsnAkJfKjmN0298EgA,j3cddfmMYkZs3J3eEXbL__Ji1uXip6cFtoLk3iNB8UWc8cer9bis0NDSLZaOXhfNFTN4rpWV37gThA,JY_1STTxYmK6xGSIl1T5bSSBEOg2snjb7MlrW9sos4uYnUpLt1UQA1zf697wgYf6JGjOs1X_wN7dgg,2001,1703902400482,13.24,11,CLASSIC,MATCHED_GAME
BR1_2865263038,2,pWhvrO3CP1clK1e6YVE6noAnyUrcrXZRV5nYSon9RkI41RCU2h-4uzuJdiQW6WajzDHOs4tYIcbmyg,V2kGJ4PixqJIpIwtFpvikr71C6DrTxZW2joT6dHcBrNxfsujdvxzKeuxdE50358r42iqYooePU2nWA,uc7lVop5ttZIxRrXtc4NKHFucFAjCK5bj0OgwhaV0t06iv5_82PeUrFBhpeF9MdZpA8V8YVRAafAxQ,cllVYKIPn7yMDHvE4k1VO0DBsLmRbD3byWnnvispES7UrSzqFtBYYDi1Ojo935N7VH_zgz9z46d6Dw,0p21Odt8dq23ujGK0JOj6RT_Kj4Ien6E4ng0Uc4ROOEnC7mY7HLYcgtJnCphONRsx8CsAQB-2a9QzQ,BvBVGzSZYBQ_oSRoe1UXcAjMJQ-LvseOAorlRaPtGVnUs9Zq8yACU2N55f8nnpe1HXPEKdxdYMekiQ,3twk31MZEO720dVOQAY6W6kPC42paXZ26kAyG4ZKvbfIq61rBou0kofAd7KjXmlqMEzdQfNjXqKM5Q,-IQaF6sPBpkzV-YXhucihLkSMd0VU6nPHJfhJMPRuappFK7GwSOvEZrFE00j4N_6DInVlGIiB8rTgw,1VyKMPjItTm61NBKJcG0Gbcpu9n8YwkHZA18Np2TfArgGCmeyEt3c8I_x5DwGKwbQCgiAfVxzh3qiA,xTxS7szCysePQJutshbF5NrZsXOBNebYJ-wsJ2aOBvvvjPPk_OuQnnXtWRpVEJyy8xgBsklRHQ2X-w,1659,1704060112091,13.24,11,CLASSIC,MATCHED_GAME
BR1_2856957297,2,JDd0ru3M0D3l0CgCkkRUJQOPon4nMYEfgfAlqsJc1QtgFl1rf9xEyDBRJBMutUY4twewJibjS2u4gQ,Ex_F9FR9dCopV5HV4XubmLK9Jg8jZJCC2-l3-RNS3hxEohh3fzmAz_wx3YvtU8pEuc4rSZ8FB0vR5w,sYXXEdTkPnsVHDtQRM5wAKbvCwGcCo4SrDo1RY2KXsgtJahC8z-zrdb14WajiIQOQycY1YyXiFxJmQ,zDYNmfWnSkC8dHJnTg_uDwIwas2JMGuK8a0jofaHW7hW776LddbKZlwPIPnCLB4LdoJFlid7B7MDmg,YTva7hW2-aovQYagNJhWWn9o3kDsoa1_EgabYXLjNP0wFCYd3IKjGNxewf6Zwc3Js4aWIXpp46dosw,q3yhMLGJ-jXt8lsLizbPDxVG-PCqsNWx-GPitvnL8ji2yhR9jYA6T4xJkmvZoS-699EhbO6uJ__2UQ,LTPUQ8PXhVUGsH0a-eO-KtUY8CGVrke4AVenA-mpVYrG13BR6i1dV4YNMQh-wV4SVOh7HSn6wiG1cA,vIYdRpWoalGkmvOSH2IVfbJ4nMgm1GIIXvt_tuluUuzsiL2H1-fcBKgAjbFEgy1gk6drJShBzOWp0Q,7HqVZs7EB8jLR1lDvAFAoOraio-7VlGJxvrbpxNcQh6JB0noWs1QzyQ9pbt-mqttsWVR9LRBzTzShg,I1Hu6ODDdXHFLaFlX66dj454zW_J6X687DUPyA4s5M1bRViR3dMJAlv_oaiWW5bZaekPBnI2yPXMZw,1533,1702853997178,13.24,11,CLASSIC,MATCHED_GAME
BR1_2862050910,2,MyS5_q5sVTWlXu_sCqVi4BtQDjUEHVpFATq35rrxi0JdoeVypT5-SjWPDJgEdlprCsW9ud_vQMBCqg,sdggZ1dRmlSbPNVee4GHCOyU3JffcFyisJxi6ryPShsRFTPccGYNjhWJilRj8UFhNMo-j7JlR5B1pw,SSB1-2adOpMFsidWbGgXeFUuvhcobbTDIiz5UiYodcZc0LwSduPzkkJqkP3BAFTSx8oHixCDd11RBA,ZHHdHiL6nfYDeE_6ttbDW68qh95Q2S1gxNheYPZIKpRa-4lr8ct8EBwaC3RndCflX_2p2-xpz1pXRQ,TN04Llr_8RAzzHM8RrH8FpUV2bOP8xNl_153jVCisndHfNIQdcQZXVDBGd8fJHfpJwXUHlvnvF3G4g,ZeZy7STrarVHiIqpnv3LDQZpdWf9VyUTcVgbNYAgYqm2U2P1-BMo3PNYL4gK1yFz_2DB7rL92jEesQ,4ayg620W1u1v_aWUVPz-OJGx2SAq2yScpYLdjLM7JUQqCoSLUZ6Y5KEMcQllthyPoDjCIy9wA4ibLg,ZHw9heP0Ma_0UvAr6idWAm9ZaTi-q2U3v_G9xmGY7-RHKT9gU7Xwhx48TrnU66TvdXhPZZK4A6ojSQ,tWnd6T8E3SaBnLPDqn_syGorvf4weeBl5nPFYGQSPwxjoLS8Zv2Ef5LRtWdUSSWUcTo60FPj6xvTUg,AcnWxAe0OJRnhGyBXrgoIF-9kXzM8v2bB3Tfvq5NxrWolWI150WtGgvxQgX3yiOFwSCpWriDgFp50g,1575,1703612353396,13.24,11,CLASSIC,MATCHED_GAME
BR1_2859968611,2,jYpyDITHq1OOP9_lXcHrR_l2xqfahv4jfLe0usDFVpGVIl6JFQDM8qCcg40Crm-7Wt1LgtckHsK2nQ,Hk4nhIqlpzg2gRbAyTyiugeaz0GZEkkRxoffbM0n9oW_k32-cIVyeLCWweEWxhOJXfNGZFchvf2n7w,2vRCwbUnNGW4BuUbPAtyodsRDGR99IUdtCz4GW2zkvs13dXASeupxT41ftPd4pjXwA2anVWPQGh9Ig,0vzYDAWleVGJAa-fJGkYrwyMGbddF69LRJRjYE2lsqjmHdMuK3mxW06_dT14l9IaLxrfLQ7wnXrZgQ,ZFWCwrpjj0bqOV2GmhS2jGiklgEMovgjU97ONfoPWBBIs_-z_lIcmuakCOMCro0Ny9hJ339Znl_zmg,j4ct4xmGG_8P2m_XJcFlEqLyue3MDPZxfAUKR9jG7LA_TwNfYNYX4XsCdMnw0-MRtq5wufgAIRj2Yg,GOvdJeAjYshy1ztPIEcWqdE93RbpBs9ZzKprvM80Iln8xw4Pb2ySGKogjuQolfcAMfoQtqlbF5eujA,w1lNul5IyGeVxt7QrKg2R7HoZ0rd0OaQhpV9AgcYWwT3TJ-iQzKcmhWp8igcNe0KlTDR6OaTrRIdfQ,0WSSy7iCAxkjKKHeS2I1WaDi5c4gByL52vSCoY-k4uNWwMOrDubWnP4g9xok8pnoC2WsC3_6Nu6RMw,VL6FhbpQ3h4gQMSOw7-emzhX4yIFzNXiKOOUZPjSyT2kx-eaEe-zbxRL83T4Ita1BvqiA-r_OHtocg,1592,1703291424431,13.24,11,CLASSIC,MATCHED_GAME
BR1_2859100071,2,FSNHqf8fGf_cayq2B8PxSHmqI_v5B57NsyXgvyfTZpSD_Gs9k5RHUWvIJLotQz1_F_cTmnSlYprRKg,geZZzEVTG_6AqjXxtXTMyovFh6LJ7fMHGiia92Vx-Yn0QxG2phVLWaRPvCEJpRe3imlIgDNsK8v23Q,h8VqCwmSdOVOEiU4ddpvq7Y5BnA0vFjeFB-Y9nGnm9gm9OZrqc2VbZgsM57kti1TlDlAfM6H0G8s0Q,grX9IhQ5YLgsBmWUcgX-V3yNolQ2dVY92FkXfWa6BzQn1xYoa2cFCyNBa1tKBiqSWlZpr_7dVnZH-Q,Oqzm7J94j8Tx_AU7rGsd_viR5Bbex9ov5uc07V-DyVs4bjcX0wyJzEkv4zJJrx4N1lTSe0WUkV1iLg,aesRcRwckOySnB8jlgziciZvAunwAT_ajo-a7Dg1_lFgvHiwwVWirEEtkNiS3WWq1PYh-RaVzve4Nw,hCANIUmu20XYXiRrr8O_RMSX-e5QaZm4l7zYx82-GbDhjRh_qbCJ_Th7Mbn0qePZAR4wfnNH5m69hA,G8-1Q5EAtW2gECBP4rM3rJzmmbk6RI2753MI19xY1H8rNYlkzq5Cs8TZKetjhW5HnNWrcSrgSRi0VA,z3RghNCcjMAV7JmrMg7skleCxkpGrJ9EHDG0poDJBRJfy55jLVzrgnb6-s9TOaPX4ZHeoyGkWsk41Q,KQCiL6tJsLjp7PcyTmsrq-4vokOVcfVwOAnMiLvNuOhKV0LdvBTcOR74UROtf0zu7Doj0l1MErLnlQ,1550,1703172101188,13.24,11,CLASSIC,MATCHED_GAME
BR1_2858508838,2,rIAzZ450c6xyW3yYgP__g7h3yJ-0oH_7Ld8CT8MMepagD6eTDt-3D6oRLpWggHeZW5yKMRDaTkXB0g,ERzQL3y6kLJ1gxMvB1FZRSd_lShIhgynb6til3zQAWQfe7g0jjjCA4pkNuqIVcBbKY1yGfVK-4rrVw,geZZzEVTG_6AqjXxtXTMyovFh6LJ7fMHGiia92Vx-Yn0QxG2phVLWaRPvCEJpRe3imlIgDNsK8v23Q,_SY1jN9wWNfUUcsl3otMINNPVbalmU_-l3xfl-GqQ6dCt4bjP6x_JJ47h_7q1MYuNP93bZrnzijbRA,9Kk_GICqTAW0e0j0BiMjVbn0sdKgVS6UegHpNElTa4D9KVr1Qly2W2jfvqyZqpfwi_im9QuzPkftJQ,we338gKwOMIEDYVMw7gbWuvlx2U6sjA0enOH781VkKTcjOFrq_3jiBePKNue0pLP2gLqzEeXgks3MQ,WmjlWDHCmYAZFwjLCEmoaEaGRBnsPw4dQ_KFyHDtRpnzk6_AAVWVLZy9CGwf9Oxr4As3jVW9nbwa9w,9mfNLGq_UbFZgZXJ0z2al0yQALVl8FcuuJV5A-cT5HSz6dkkFYaRIIG39ELFGYLJzohjfOLQGL2x6Q,79JqJjBfLuqzs8dSaUjILj6pbkzt-2AZFji1Hk10HmpLFJmCNvmueWWx3_Qdp8GcJG5IdPu4lAa8pQ,ir94pPMR0m5dGDWzaR8-oGSJ_s3sM1NR-z0hN3gzQAC8kBjr1JFL383YqXxRzZrxPMyrl6-LmQLyDQ,1625,1703084811019,13.24,11,CLASSIC,MATCHED_GAME
